店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
B,20010405,123331,1000146,00200B,0000280,1,14,1403,140316,0175,017501,253,329,1,329,253,76,20014
C,20010405,112229,1000121,00144C,0000354,1,11,1112,111211,0869,086900,188,245,1,245,188,57,20014
D,20010405,123331,1000131,00200D,0000324,1,11,1120,112005,1854,185406,286,446,1,446,286,160,20014
A,20010405,123331,1000138,00200A,0000336,1,11,1111,111101,1496,149602,393,720,1,720,393,327,20014
B,20010405,123331,1000146,00200B,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100,20014
C,20010405,112229,1000121,00144C,0000387,1,14,1403,140325,1291,129100,269,350,1,350,269,81,20014
D,20010405,135246,1000128,00030D,0000616,1,14,1406,140631,0189,018900,335,436,1,436,335,101,20014
A,20010405,123331,1000138,00200A,0000338,1,14,1401,140105,1875,187504,331,431,1,431,331,100,20014
B,20010405,135246,1000143,00030B,0000616,1,14,1406,140631,0189,018900,335,436,1,436,335,101,20014
C,20010405,112229,1000121,00144C,0000371,1,11,1120,112005,0438,043802,400,672,1,672,400,272,20014
D,20010405,135246,1000128,00030D,0000168,1,14,1406,140621,0418,041802,431,561,1,561,431,130,20014
A,20010405,135246,1000135,00030A,0000616,1,14,1406,140631,0189,018900,335,436,3,1308,1005,303,20014
B,20010405,135246,1000143,00030B,0000264,1,11,1115,111509,0969,096902,469,610,1,610,469,141,20014
C,20010405,123331,1000122,00200C,0000280,1,14,1403,140316,0175,017501,253,369,4,1476,1012,464,20014
D,20010405,135246,1000128,00030D,0000264,1,11,1115,111509,0969,096902,469,610,1,610,469,141,20014
A,20010405,135246,1000135,00030A,0000264,1,11,1115,111509,0969,096902,469,610,1,610,469,141,20014
B,20010405,123331,1000146,00200B,0000324,1,11,1120,112005,1854,185406,286,372,5,1860,1430,430,20014
C,20010405,135246,1000119,00030C,0000616,1,14,1406,140631,0189,018900,335,436,4,1744,1340,404,20014
D,20010405,112355,1000129,00129D,0000622,1,11,1120,112005,0449,044901,230,299,1,299,230,69,20014
A,20010405,135246,1000135,00030A,0000168,1,14,1406,140621,0418,041802,431,561,5,2805,2155,650,20014
B,20010405,112355,1000144,00129B,0000554,1,11,1108,110807,1716,171603,250,325,1,325,250,75,20014
C,20010406,182956,1000124,00084C,0000558,1,13,1301,130198,1839,183902,312,406,5,2030,1560,470,20014
D,20010406,165328,1000134,00260D,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103,20014
A,20010406,165328,1000141,00260A,0000647,1,11,1105,110513,1274,127401,366,476,1,476,366,110,20014
B,20010406,182956,1000148,00084B,0000470,1,11,1119,111909,0062,006201,274,357,6,2142,1644,498,20014
C,20010406,181850,1000123,00022C,0000672,1,13,1301,130123,0546,054605,321,418,6,2508,1926,582,20014
D,20010406,165328,1000134,00260D,0000510,1,11,1112,111209,1148,114804,324,531,1,531,324,207,20014
A,20010406,165328,1000141,00260A,0000345,1,11,1121,112105,0188,018800,343,692,5,3460,1715,1745,20014
B,20010406,165328,1000149,00260B,0000479,1,13,1301,130127,1293,129301,188,397,1,397,188,209,20014
C,20010406,181850,1000123,00022C,0000445,1,11,1119,111901,0621,062100,357,465,1,465,357,108,20014
D,20010406,165328,1000134,00260D,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20014
A,20010406,165328,1000141,00260A,0000585,1,11,1101,110139,1353,135300,282,367,1,367,282,85,20014
B,20010406,182956,1000148,00084B,0000558,1,13,1301,130198,1839,183902,312,513,6,3078,1872,1206,20014
C,20010406,181850,1000123,00022C,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
D,20010406,165328,1000134,00260D,0000439,1,11,1104,110411,1007,100700,187,282,1,282,187,95,20014
A,20010406,165328,1000141,00260A,0000510,1,11,1112,111209,1148,114804,324,422,1,422,324,98,20014
B,20010406,182956,1000148,00084B,0000398,1,11,1104,110409,1193,119302,471,613,1,613,471,142,20014
C,20010406,181850,1000123,00022C,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103,20014
D,20010406,165328,1000134,00260D,0000585,1,11,1101,110139,1353,135300,282,367,1,367,282,85,20014
A,20010406,165328,1000141,00260A,0000439,1,11,1104,110411,1007,100700,187,244,1,244,187,57,20014
B,20010406,182956,1000148,00084B,0000397,1,11,1105,110517,0191,019104,212,276,1,276,212,64,20014
C,20010406,181850,1000123,00022C,0000364,1,13,1301,130137,1772,177201,366,476,1,476,366,110,20014
D,20010406,165328,1000134,00260D,0000578,1,11,1115,111597,0104,010400,266,346,5,1730,1330,400,20014
A,20010406,165328,1000141,00260A,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20014
B,20010406,182956,1000148,00084B,0000538,1,14,1401,140197,0255,025502,323,420,2,840,646,194,20014
C,20010406,181850,1000123,00022C,0000469,1,11,1113,111303,1417,141703,201,262,1,262,201,61,20014
D,20010406,181850,1000132,00022D,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123,20014
A,20010406,165328,1000141,00260A,0000578,1,11,1115,111597,0104,010400,266,346,1,346,266,80,20014
B,20010406,182956,1000148,00084B,0000254,1,11,1115,111597,1124,112402,370,575,1,575,370,205,20014
C,20010406,181850,1000123,00022C,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20014
D,20010406,181850,1000132,00022D,0000442,1,11,1101,110197,0266,026600,240,399,1,399,240,159,20014
A,20010406,181850,1000139,00022A,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
B,20010406,182956,1000148,00084B,0000464,1,11,1102,110297,0542,054202,500,924,1,924,500,424,20014
C,20010406,181850,1000123,00022C,0000393,1,11,1105,110517,1889,188901,410,533,1,533,410,123,20014
D,20010406,181850,1000132,00022D,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
A,20010406,181850,1000139,00022A,0000672,1,13,1301,130123,0546,054605,321,418,1,418,321,97,20014
B,20010406,182956,1000148,00084B,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88,20014
C,20010406,181850,1000123,00022C,0000442,1,11,1101,110197,0266,026600,240,312,6,1872,1440,432,20014
D,20010406,181850,1000132,00022D,0000445,1,11,1119,111901,0621,062100,357,465,1,465,357,108,20014
A,20010406,181850,1000139,00022A,0000364,1,13,1301,130137,1772,177201,366,476,1,476,366,110,20014
B,20010406,182956,1000148,00084B,0000510,1,11,1112,111209,1148,114804,324,422,1,422,324,98,20014
C,20010406,182956,1000124,00084C,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20014
D,20010406,181850,1000132,00022D,0000364,1,13,1301,130137,1772,177201,366,476,1,476,366,110,20014
A,20010406,181850,1000139,00022A,0000442,1,11,1101,110197,0266,026600,240,607,6,3642,1440,2202,20014
B,20010406,182956,1000148,00084B,0000229,1,13,1301,130137,1115,111500,228,297,5,1485,1140,345,20014
C,20010406,182956,1000124,00084C,0000470,1,11,1119,111909,0062,006201,274,357,5,1785,1370,415,20014
D,20010406,181850,1000132,00022D,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20014
A,20010406,181850,1000139,00022A,0000393,1,11,1105,110517,1889,188901,410,746,4,2984,1640,1344,20014
B,20010406,165328,1000149,00260B,0000647,1,11,1105,110513,1274,127401,366,476,6,2856,2196,660,20014
C,20010406,182956,1000124,00084C,0000254,1,11,1115,111597,1124,112402,370,686,4,2744,1480,1264,20014
D,20010406,181850,1000132,00022D,0000469,1,11,1113,111303,1417,141703,201,386,1,386,201,185,20014
A,20010406,181850,1000139,00022A,0000542,1,13,1301,130139,1893,189300,343,544,1,544,343,201,20014
B,20010406,182956,1000148,00084B,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
C,20010406,182956,1000124,00084C,0000397,1,11,1105,110517,0191,019104,212,339,1,339,212,127,20014
D,20010406,181850,1000132,00022D,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103,20014
A,20010406,181850,1000139,00022A,0000479,1,13,1301,130127,1293,129301,188,245,1,245,188,57,20014
B,20010406,182956,1000148,00084B,0000591,1,11,1111,111107,1471,147100,175,228,1,228,175,53,20014
C,20010406,182956,1000124,00084C,0000510,1,11,1112,111209,1148,114804,324,422,8,3376,2592,784,20014
D,20010406,181850,1000132,00022D,0000672,1,13,1301,130123,0546,054605,321,418,1,418,321,97,20014
A,20010406,181850,1000139,00022A,0000445,1,11,1119,111901,0621,062100,357,465,1,465,357,108,20014
B,20010406,165328,1000149,00260B,0000439,1,11,1104,110411,1007,100700,187,244,3,732,561,171,20014
C,20010406,182956,1000124,00084C,0000591,1,11,1111,111107,1471,147100,175,228,1,228,175,53,20014
D,20010406,182956,1000133,00084D,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88,20014
A,20010406,181850,1000139,00022A,0000469,1,11,1113,111303,1417,141703,201,397,1,397,201,196,20014
B,20010406,181850,1000147,00022B,0000442,1,11,1101,110197,0266,026600,240,379,7,2653,1680,973,20014
C,20010406,182956,1000124,00084C,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97,20014
D,20010406,182956,1000133,00084D,0000397,1,11,1105,110517,0191,019104,212,276,1,276,212,64,20014
A,20010406,182956,1000140,00084A,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
B,20010406,181850,1000147,00022B,0000479,1,13,1301,130127,1293,129301,188,397,1,397,188,209,20014
C,20010406,182956,1000124,00084C,0000381,1,11,1113,111397,0678,067801,292,380,1,380,292,88,20014
D,20010406,182956,1000133,00084D,0000229,1,13,1301,130137,1115,111500,228,297,1,297,228,69,20014
A,20010406,182956,1000140,00084A,0000558,1,13,1301,130198,1839,183902,312,581,1,581,312,269,20014
B,20010406,181850,1000147,00022B,0000393,1,11,1105,110517,1889,188901,410,645,1,645,410,235,20014
C,20010406,182956,1000124,00084C,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
D,20010406,182956,1000133,00084D,0000398,1,11,1104,110409,1193,119302,471,613,1,613,471,142,20014
A,20010406,182956,1000140,00084A,0000381,1,11,1113,111397,0678,067801,292,380,6,2280,1752,528,20014
B,20010406,181850,1000147,00022B,0000542,1,13,1301,130139,1893,189300,343,446,5,2230,1715,515,20014
C,20010406,182956,1000124,00084C,0000229,1,13,1301,130137,1115,111500,228,297,1,297,228,69,20014
D,20010406,182956,1000133,00084D,0000380,1,11,1121,112105,0109,010905,209,272,1,272,209,63,20014
A,20010406,182956,1000140,00084A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282,20014
B,20010406,181850,1000147,00022B,0000295,1,14,1497,149797,1570,157000,171,223,1,223,171,52,20014
C,20010406,182956,1000124,00084C,0000398,1,11,1104,110409,1193,119302,471,702,1,702,471,231,20014
D,20010406,182956,1000133,00084D,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20014
A,20010406,182956,1000140,00084A,0000397,1,11,1105,110517,0191,019104,212,378,5,1890,1060,830,20014
B,20010406,181850,1000147,00022B,0000672,1,13,1301,130123,0546,054605,321,418,1,418,321,97,20014
D,20010406,182956,1000133,00084D,0000254,1,11,1115,111597,1124,112402,370,481,1,481,370,111,20014
A,20010406,182956,1000140,00084A,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97,20014
B,20010406,181850,1000147,00022B,0000445,1,11,1119,111901,0621,062100,357,465,5,2325,1785,540,20014
D,20010406,182956,1000133,00084D,0000510,1,11,1112,111209,1148,114804,324,531,1,531,324,207,20014
A,20010406,182956,1000140,00084A,0000229,1,13,1301,130137,1115,111500,228,297,5,1485,1140,345,20014
B,20010406,181850,1000147,00022B,0000364,1,13,1301,130137,1772,177201,366,526,1,526,366,160,20014
D,20010406,182956,1000133,00084D,0000591,1,11,1111,111107,1471,147100,175,228,1,228,175,53,20014
A,20010406,182956,1000140,00084A,0000591,1,11,1111,111107,1471,147100,175,228,1,228,175,53,20014
B,20010406,165328,1000149,00260B,0000578,1,11,1115,111597,0104,010400,266,346,1,346,266,80,20014
D,20010406,165328,1000134,00260D,0000647,1,11,1105,110513,1274,127401,366,476,1,476,366,110,20014
A,20010406,182956,1000140,00084A,0000254,1,11,1115,111597,1124,112402,370,481,1,481,370,111,20014
B,20010406,165328,1000149,00260B,0000510,1,11,1112,111209,1148,114804,324,422,1,422,324,98,20014
D,20010406,182956,1000133,00084D,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20014
A,20010406,182956,1000140,00084A,0000510,1,11,1112,111209,1148,114804,324,422,1,422,324,98,20014
B,20010406,165328,1000149,00260B,0000585,1,11,1101,110139,1353,135300,282,367,1,367,282,85,20014
D,20010406,182956,1000133,00084D,0000538,1,14,1401,140197,0255,025502,323,420,1,420,323,97,20014
A,20010406,182956,1000140,00084A,0000398,1,11,1104,110409,1193,119302,471,613,1,613,471,142,20014
B,20010406,181850,1000147,00022B,0000469,1,11,1113,111303,1417,141703,201,262,1,262,201,61,20014
D,20010406,182956,1000133,00084D,0000558,1,13,1301,130198,1839,183902,312,518,1,518,312,206,20014
A,20010406,182956,1000140,00084A,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20014
B,20010406,165328,1000149,00260B,0000345,1,11,1121,112105,0188,018800,343,446,1,446,343,103,20014
C,20010407,171707,1000125,00207C,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
D,20010407,171707,1000135,00207D,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20014
A,20010407,171707,1000142,00207A,0000323,1,14,1406,140697,1714,171400,327,525,1,525,327,198,20014
B,20010407,171707,1000150,00207B,0000464,1,11,1102,110297,0542,054202,500,924,6,5544,3000,2544,20014
C,20010407,171707,1000125,00207C,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20014
D,20010407,171707,1000135,00207D,0000215,1,11,1119,111907,0143,014301,99,129,6,774,594,180,20014
A,20010407,171707,1000142,00207A,0000424,1,11,1111,111113,1484,148401,226,294,5,1470,1130,340,20014
B,20010407,214224,1000151,00256B,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56,20014
C,20010407,171707,1000125,00207C,0000317,1,11,1119,111907,0623,062301,357,572,1,572,357,215,20014
D,20010407,171707,1000135,00207D,0000424,1,11,1111,111113,1484,148401,226,294,1,294,226,68,20014
A,20010407,171707,1000142,00207A,0000317,1,11,1119,111907,0623,062301,357,555,1,555,357,198,20014
B,20010407,171707,1000150,00207B,0000424,1,11,1111,111113,1484,148401,226,351,6,2106,1356,750,20014
C,20010407,171707,1000125,00207C,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20014
D,20010407,171707,1000135,00207D,0000317,1,11,1119,111907,0623,062301,357,465,1,465,357,108,20014
A,20010407,171707,1000142,00207A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282,20014
B,20010407,171707,1000150,00207B,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
C,20010407,171707,1000125,00207C,0000323,1,14,1406,140697,1714,171400,327,426,4,1704,1308,396,20014
D,20010407,171707,1000135,00207D,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20014
A,20010407,171707,1000142,00207A,0000215,1,11,1119,111907,0143,014301,99,129,1,129,99,30,20014
B,20010407,171707,1000150,00207B,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
C,20010407,171707,1000125,00207C,0000424,1,11,1111,111113,1484,148401,226,371,1,371,226,145,20014
D,20010407,171707,1000135,00207D,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
A,20010407,171707,1000142,00207A,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20014
B,20010407,171707,1000150,00207B,0000423,1,11,1107,110791,0107,010703,290,377,5,1885,1450,435,20014
C,20010407,171707,1000125,00207C,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
D,20010407,214224,1000136,00256D,0000207,1,11,1115,111509,1170,117003,332,432,1,432,332,100,20014
A,20010407,171707,1000142,00207A,0000433,1,14,1497,149797,0227,022700,416,541,1,541,416,125,20014
B,20010407,214224,1000151,00256B,0000793,1,11,1117,111701,0764,076402,340,442,1,442,340,102,20014
D,20010407,214224,1000136,00256D,0000620,1,14,1406,140611,0670,067001,378,492,6,2952,2268,684,20014
A,20010407,214224,1000143,00256A,0000793,1,11,1117,111701,0764,076402,340,442,1,442,340,102,20014
B,20010407,214224,1000151,00256B,0000149,1,14,1406,140661,0308,030800,443,576,1,576,443,133,20014
D,20010407,214224,1000136,00256D,0000299,1,11,1110,111003,0565,056500,222,289,1,289,222,67,20014
A,20010407,214224,1000143,00256A,0000186,1,11,1102,110203,1433,143303,251,327,5,1635,1255,380,20014
B,20010407,214224,1000151,00256B,0000463,1,14,1402,140211,0108,010800,333,433,5,2165,1665,500,20014
D,20010407,214224,1000136,00256D,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79,20014
A,20010407,214224,1000143,00256A,0000620,1,14,1406,140611,0670,067001,378,492,1,492,378,114,20014
B,20010407,214224,1000151,00256B,0000620,1,14,1406,140611,0670,067001,378,492,1,492,378,114,20014
D,20010407,214224,1000136,00256D,0000324,1,11,1120,112005,1854,185406,286,446,5,2230,1430,800,20014
A,20010407,214224,1000143,00256A,0000341,1,11,1110,111007,1334,133400,122,159,1,159,122,37,20014
B,20010407,214224,1000151,00256B,0000186,1,11,1102,110203,1433,143303,251,327,1,327,251,76,20014
D,20010407,214224,1000136,00256D,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56,20014
A,20010407,214224,1000143,00256A,0000539,1,11,1111,111107,1835,183504,185,241,1,241,185,56,20014
B,20010407,214224,1000151,00256B,0000341,1,11,1110,111007,1334,133400,122,159,1,159,122,37,20014
D,20010407,214224,1000136,00256D,0000186,1,11,1102,110203,1433,143303,251,327,5,1635,1255,380,20014
A,20010407,214224,1000143,00256A,0000149,1,14,1406,140661,0308,030800,443,576,4,2304,1772,532,20014
B,20010407,214224,1000151,00256B,0000207,1,11,1115,111509,1170,117003,332,548,6,3288,1992,1296,20014
D,20010407,171707,1000135,00207D,0000323,1,14,1406,140697,1714,171400,327,606,1,606,327,279,20014
A,20010407,214224,1000143,00256A,0000463,1,14,1402,140211,0108,010800,333,596,1,596,333,263,20014
B,20010407,214224,1000151,00256B,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51,20014
D,20010407,214224,1000136,00256D,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114,20014
A,20010407,214224,1000143,00256A,0000275,1,14,1406,140693,0570,057004,370,481,5,2405,1850,555,20014
B,20010407,214224,1000151,00256B,0000324,1,11,1120,112005,1854,185406,286,372,1,372,286,86,20014
D,20010407,214224,1000136,00256D,0000463,1,14,1402,140211,0108,010800,333,433,1,433,333,100,20014
A,20010407,214224,1000143,00256A,0000557,1,13,1301,130125,1921,192103,261,340,1,340,261,79,20014
B,20010407,171707,1000150,00207B,0000317,1,11,1119,111907,0623,062301,357,465,5,2325,1785,540,20014
D,20010407,214224,1000136,00256D,0000370,1,11,1102,110211,1261,126101,224,353,7,2471,1568,903,20014
A,20010407,214224,1000143,00256A,0000207,1,11,1115,111509,1170,117003,332,432,1,432,332,100,20014
B,20010407,214224,1000151,00256B,0000370,1,11,1102,110211,1261,126101,224,292,1,292,224,68,20014
D,20010407,214224,1000136,00256D,0000793,1,11,1117,111701,0764,076402,340,442,3,1326,1020,306,20014
A,20010407,214224,1000143,00256A,0000519,1,13,1301,130129,1427,142700,170,221,1,221,170,51,20014
B,20010407,214224,1000151,00256B,0000389,1,13,1302,130297,0712,071201,379,493,1,493,379,114,20014
D,20010407,214224,1000136,00256D,0000341,1,11,1110,111007,1334,133400,122,159,1,159,122,37,20014
A,20010407,214224,1000143,00256A,0000299,1,11,1110,111003,0565,056500,222,289,5,1445,1110,335,20014
B,20010407,214224,1000151,00256B,0000275,1,14,1406,140693,0570,057004,370,594,5,2970,1850,1120,20014
D,20010407,214224,1000136,00256D,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20014
A,20010407,214224,1000143,00256A,0000324,1,11,1120,112005,1854,185406,286,455,1,455,286,169,20014
B,20010407,214224,1000151,00256B,0000299,1,11,1110,111003,0565,056500,222,415,5,2075,1110,965,20014
D,20010407,214224,1000136,00256D,0000149,1,14,1406,140661,0308,030800,443,576,1,576,443,133,20014
