店,日付,時間,レシート,顧客,商品,大分類,中分類,小分類,細分類,メーカー,ブランド,仕入単価,単価,数量,金額,仕入金額,粗利金額,年月
D,20010702,151350,1000388,00219D,0000513,1,11,1110,111001,1955,195503,388,505,1,505,388,117,20017
D,20010702,131741,1000386,00023D,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20017
D,20010702,151350,1000388,00219D,0000349,1,13,1301,130198,1017,101703,247,322,1,322,247,75,20017
D,20010702,151350,1000388,00219D,0000645,1,11,1118,111897,0002,000202,205,267,1,267,205,62,20017
D,20010702,151350,1000388,00219D,0000166,1,11,1110,111007,0610,061002,367,478,1,478,367,111,20017
D,20010702,131741,1000386,00023D,0000481,1,11,1103,110301,1896,189601,98,128,1,128,98,30,20017
C,20010703,100824,1000374,00012C,0000712,1,11,1115,111507,0544,054400,168,219,4,876,672,204,20017
A,20010703,100824,1000411,00012A,0000712,1,11,1115,111507,0544,054400,168,219,1,219,168,51,20017
B,20010703,100824,1000449,00012B,0000571,1,11,1103,110303,1158,115804,171,223,6,1338,1026,312,20017
D,20010703,100824,1000389,00012D,0000712,1,11,1115,111507,0544,054400,168,219,2,438,336,102,20017
C,20010703,100824,1000374,00012C,0000397,1,11,1105,110517,0191,019104,212,339,1,339,212,127,20017
A,20010703,100824,1000411,00012A,0000397,1,11,1105,110517,0191,019104,212,556,1,556,212,344,20017
B,20010703,100824,1000449,00012B,0000397,1,11,1105,110517,0191,019104,212,495,1,495,212,283,20017
D,20010703,100824,1000389,00012D,0000571,1,11,1103,110303,1158,115804,171,223,1,223,171,52,20017
C,20010703,100824,1000374,00012C,0000571,1,11,1103,110303,1158,115804,171,263,1,263,171,92,20017
A,20010703,100824,1000411,00012A,0000571,1,11,1103,110303,1158,115804,171,223,1,223,171,52,20017
B,20010703,100824,1000449,00012B,0000712,1,11,1115,111507,0544,054400,168,219,1,219,168,51,20017
D,20010703,100824,1000389,00012D,0000397,1,11,1105,110517,0191,019104,212,383,1,383,212,171,20017
A,20010703,115212,1000412,00266A,0000206,1,11,1113,111301,0802,080203,334,435,1,435,334,101,20017
B,20010703,115212,1000450,00266B,0000206,1,11,1113,111301,0802,080203,334,450,6,2700,2004,696,20017
A,20010703,115212,1000412,00266A,0000423,1,11,1107,110791,0107,010703,290,377,4,1508,1160,348,20017
B,20010703,115212,1000450,00266B,0000513,1,11,1110,111001,1955,195503,388,597,1,597,388,209,20017
A,20010703,115212,1000412,00266A,0000538,1,14,1401,140197,0255,025502,323,420,4,1680,1292,388,20017
B,20010703,115212,1000450,00266B,0000538,1,14,1401,140197,0255,025502,323,581,3,1743,969,774,20017
A,20010703,115212,1000412,00266A,0000466,1,14,1401,140105,0590,059003,408,531,1,531,408,123,20017
B,20010703,115212,1000450,00266B,0000466,1,14,1401,140105,0590,059003,408,531,1,531,408,123,20017
A,20010703,115212,1000412,00266A,0000513,1,11,1110,111001,1955,195503,388,579,7,4053,2716,1337,20017
B,20010703,115212,1000450,00266B,0000542,1,13,1301,130139,1893,189300,343,446,1,446,343,103,20017
A,20010703,115212,1000412,00266A,0000542,1,13,1301,130139,1893,189300,343,544,4,2176,1372,804,20017
B,20010703,164109,1000451,00268B,0000275,1,14,1406,140693,0570,057004,370,857,1,857,370,487,20017
A,20010703,164109,1000413,00268A,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20017
B,20010703,164109,1000451,00268B,0000618,1,11,1105,110501,0679,067905,528,687,1,687,528,159,20017
A,20010703,164109,1000413,00268A,0000499,1,11,1101,110142,1124,112400,213,277,1,277,213,64,20017
B,20010703,164109,1000451,00268B,0000233,1,11,1101,110142,0244,024400,406,528,1,528,406,122,20017
A,20010703,164109,1000413,00268A,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97,20017
B,20010703,164109,1000451,00268B,0000499,1,11,1101,110142,1124,112400,213,277,5,1385,1065,320,20017
A,20010703,164109,1000413,00268A,0000618,1,11,1105,110501,0679,067905,528,687,1,687,528,159,20017
B,20010703,164109,1000451,00268B,0000235,1,11,1104,110413,1523,152302,321,418,1,418,321,97,20017
A,20010703,164109,1000413,00268A,0000233,1,11,1101,110142,0244,024400,406,528,6,3168,2436,732,20017
B,20010703,164109,1000451,00268B,0000484,1,11,1105,110509,1221,122103,180,346,5,1730,900,830,20017
A,20010703,164109,1000413,00268A,0000429,1,11,1119,111997,1117,111700,295,384,6,2304,1770,534,20017
B,20010703,115212,1000450,00266B,0000423,1,11,1107,110791,0107,010703,290,377,1,377,290,87,20017
A,20010703,164109,1000413,00268A,0000484,1,11,1105,110509,1221,122103,180,591,1,591,180,411,20017
B,20010703,164109,1000451,00268B,0000429,1,11,1119,111997,1117,111700,295,493,1,493,295,198,20017
C,20010704,175724,1000375,00222C,0000313,1,11,1119,111997,1378,137803,185,241,1,241,185,56,20017
D,20010704,175724,1000390,00222D,0000346,1,13,1301,130129,0518,051802,380,800,1,800,380,420,20017
A,20010704,175724,1000414,00222A,0000298,1,11,1101,110141,1578,157805,327,584,1,584,327,257,20017
B,20010704,175724,1000452,00222B,0000313,1,11,1119,111997,1378,137803,185,294,1,294,185,109,20017
C,20010704,175724,1000375,00222C,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20017
D,20010704,175724,1000390,00222D,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20017
A,20010704,175724,1000414,00222A,0000515,1,11,1119,111907,1477,147704,436,567,1,567,436,131,20017
B,20010704,175724,1000452,00222B,0000291,1,11,1112,111211,1364,136402,272,354,1,354,272,82,20017
C,20010704,175724,1000375,00222C,0000265,1,11,1119,111909,1631,163101,366,476,1,476,366,110,20017
D,20010704,175724,1000390,00222D,0000313,1,11,1119,111997,1378,137803,185,364,3,1092,555,537,20017
A,20010704,175724,1000414,00222A,0000313,1,11,1119,111997,1378,137803,185,313,4,1252,740,512,20017
B,20010704,175724,1000452,00222B,0000346,1,13,1301,130129,0518,051802,380,555,1,555,380,175,20017
C,20010704,175724,1000375,00222C,0000464,1,11,1102,110297,0542,054202,500,650,1,650,500,150,20017
D,20010704,175724,1000390,00222D,0000464,1,11,1102,110297,0542,054202,500,797,1,797,500,297,20017
A,20010704,175724,1000414,00222A,0000464,1,11,1102,110297,0542,054202,500,782,1,782,500,282,20017
B,20010704,175724,1000452,00222B,0000246,1,11,1111,111109,1223,122300,333,512,1,512,333,179,20017
C,20010704,175724,1000375,00222C,0000291,1,11,1112,111211,1364,136402,272,422,5,2110,1360,750,20017
D,20010704,175724,1000390,00222D,0000246,1,11,1111,111109,1223,122300,333,433,6,2598,1998,600,20017
A,20010704,175724,1000414,00222A,0000265,1,11,1119,111909,1631,163101,366,476,1,476,366,110,20017
B,20010704,175724,1000452,00222B,0000265,1,11,1119,111909,1631,163101,366,476,1,476,366,110,20017
C,20010704,175724,1000375,00222C,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20017
D,20010704,175724,1000390,00222D,0000265,1,11,1119,111909,1631,163101,366,476,6,2856,2196,660,20017
A,20010704,175724,1000414,00222A,0000291,1,11,1112,111211,1364,136402,272,436,1,436,272,164,20017
B,20010704,175724,1000452,00222B,0000464,1,11,1102,110297,0542,054202,500,1178,1,1178,500,678,20017
C,20010704,175724,1000375,00222C,0000346,1,13,1301,130129,0518,051802,380,604,1,604,380,224,20017
D,20010704,175724,1000390,00222D,0000291,1,11,1112,111211,1364,136402,272,498,1,498,272,226,20017
A,20010704,175724,1000414,00222A,0000346,1,13,1301,130129,0518,051802,380,799,1,799,380,419,20017
B,20010704,175724,1000452,00222B,0000298,1,11,1101,110141,1578,157805,327,426,6,2556,1962,594,20017
C,20010704,175724,1000375,00222C,0000298,1,11,1101,110141,1578,157805,327,426,1,426,327,99,20017
D,20010704,175724,1000390,00222D,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20017
A,20010704,175724,1000414,00222A,0000246,1,11,1111,111109,1223,122300,333,433,1,433,333,100,20017
B,20010704,175724,1000452,00222B,0000515,1,11,1119,111907,1477,147704,436,673,4,2692,1744,948,20017
C,20010704,175724,1000375,00222C,0000246,1,11,1111,111109,1223,122300,333,433,5,2165,1665,500,20017
D,20010704,175724,1000390,00222D,0000298,1,11,1101,110141,1578,157805,327,426,1,426,327,99,20017
A,20010704,175724,1000414,00222A,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20017
B,20010704,163551,1000454,00285B,0000373,1,11,1118,111897,1341,134100,91,231,1,231,91,140,20017
B,20010704,163551,1000454,00285B,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101,20017
B,20010704,163551,1000454,00285B,0000411,1,14,1406,140681,1053,105301,383,823,1,823,383,440,20017
B,20010704,120446,1000453,00282B,0000283,1,11,1102,110297,0134,013404,223,290,1,290,223,67,20017
B,20010704,163551,1000454,00285B,0000430,1,11,1102,110297,1287,128703,231,382,1,382,231,151,20017
B,20010704,120446,1000453,00282B,0000143,1,13,1301,130133,1781,178102,264,344,1,344,264,80,20017
B,20010704,120446,1000453,00282B,0000534,1,11,1104,110415,1226,122600,374,663,5,3315,1870,1445,20017
B,20010704,163551,1000454,00285B,0000334,1,11,1107,110797,1480,148000,299,389,1,389,299,90,20017
B,20010704,175724,1000452,00222B,0000226,1,11,1107,110705,0904,090400,339,441,1,441,339,102,20017
C,20010705,103321,1000376,00054C,0000492,1,11,1197,119797,0501,050100,361,650,1,650,361,289,20017
D,20010705,103321,1000391,00054D,0000430,1,11,1102,110297,1287,128703,231,372,1,372,231,141,20017
A,20010705,103321,1000415,00054A,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20017
B,20010705,103321,1000455,00054B,0000263,1,14,1401,140103,0983,098300,336,560,1,560,336,224,20017
C,20010705,103321,1000376,00054C,0000263,1,14,1401,140103,0983,098300,336,437,5,2185,1680,505,20017
D,20010705,103321,1000391,00054D,0000263,1,14,1401,140103,0983,098300,336,437,1,437,336,101,20017
A,20010705,103321,1000415,00054A,0000263,1,14,1401,140103,0983,098300,336,437,6,2622,2016,606,20017
B,20010705,150934,1000456,00298B,0000391,1,11,1111,111111,0052,005200,191,375,1,375,191,184,20017
C,20010705,103321,1000376,00054C,0000430,1,11,1102,110297,1287,128703,231,301,1,301,231,70,20017
D,20010705,103321,1000391,00054D,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20017
A,20010705,103321,1000415,00054A,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20017
B,20010705,103321,1000455,00054B,0000492,1,11,1197,119797,0501,050100,361,574,7,4018,2527,1491,20017
C,20010705,103321,1000376,00054C,0000492,1,11,1197,119797,0501,050100,361,650,1,650,361,289,20017
D,20010705,103321,1000391,00054D,0000492,1,11,1197,119797,0501,050100,361,470,1,470,361,109,20017
A,20010705,103321,1000415,00054A,0000430,1,11,1102,110297,1287,128703,231,301,1,301,231,70,20017
B,20010705,103321,1000455,00054B,0000430,1,11,1102,110297,1287,128703,231,382,1,382,231,151,20017
B,20010705,103321,1000455,00054B,0000492,1,11,1197,119797,0501,050100,361,574,1,574,361,213,20017
C,20010706,113740,1000378,00056C,0000636,1,11,1110,111007,0960,096002,250,325,6,1950,1500,450,20017
D,20010706,140629,1000392,00041D,0000388,1,14,1402,140209,0773,077301,336,437,7,3059,2352,707,20017
A,20010706,113740,1000417,00056A,0000395,1,11,1118,111807,1556,155601,293,381,1,381,293,88,20017
B,20010706,174716,1000460,00198B,0000550,1,13,1301,130131,0320,032001,401,522,3,1566,1203,363,20017
C,20010706,113740,1000378,00056C,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20017
D,20010706,113740,1000393,00056D,0000534,1,11,1104,110415,1226,122600,374,584,1,584,374,210,20017
A,20010706,113740,1000417,00056A,0000426,1,11,1106,110601,1763,176305,177,380,1,380,177,203,20017
B,20010706,113740,1000458,00056B,0000636,1,11,1110,111007,0960,096002,250,325,1,325,250,75,20017
C,20010706,113740,1000378,00056C,0000470,1,11,1119,111909,0062,006201,274,526,1,526,274,252,20017
D,20010706,113740,1000393,00056D,0000636,1,11,1110,111007,0960,096002,250,325,1,325,250,75,20017
A,20010706,113740,1000417,00056A,0000480,1,13,1301,130131,1492,149206,320,501,5,2505,1600,905,20017
B,20010706,113740,1000458,00056B,0000457,1,11,1110,111007,1319,131902,174,268,1,268,174,94,20017
C,20010706,113740,1000378,00056C,0000426,1,11,1106,110601,1763,176305,177,268,1,268,177,91,20017
D,20010706,113740,1000393,00056D,0000404,1,11,1115,111597,0728,072803,609,1376,1,1376,609,767,20017
A,20010706,113740,1000417,00056A,0000534,1,11,1104,110415,1226,122600,374,487,1,487,374,113,20017
B,20010706,113740,1000458,00056B,0000404,1,11,1115,111597,0728,072803,609,1030,1,1030,609,421,20017
C,20010706,113740,1000378,00056C,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20017
D,20010706,113740,1000393,00056D,0000457,1,11,1110,111007,1319,131902,174,227,1,227,174,53,20017
A,20010706,113740,1000417,00056A,0000457,1,11,1110,111007,1319,131902,174,227,6,1362,1044,318,20017
B,20010706,113740,1000458,00056B,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20017
C,20010706,113740,1000378,00056C,0000395,1,11,1118,111807,1556,155601,293,625,1,625,293,332,20017
D,20010706,113740,1000393,00056D,0000480,1,13,1301,130131,1492,149206,320,416,1,416,320,96,20017
A,20010706,113740,1000417,00056A,0000404,1,11,1115,111597,0728,072803,609,1590,3,4770,1827,2943,20017
B,20010706,113740,1000458,00056B,0000534,1,11,1104,110415,1226,122600,374,663,1,663,374,289,20017
C,20010706,113740,1000378,00056C,0000534,1,11,1104,110415,1226,122600,374,487,7,3409,2618,791,20017
D,20010706,113740,1000393,00056D,0000426,1,11,1106,110601,1763,176305,177,231,1,231,177,54,20017
A,20010706,113740,1000417,00056A,0000636,1,11,1110,111007,0960,096002,250,325,1,325,250,75,20017
B,20010706,113740,1000458,00056B,0000480,1,13,1301,130131,1492,149206,320,416,5,2080,1600,480,20017
C,20010706,113740,1000378,00056C,0000404,1,11,1115,111597,0728,072803,609,1030,3,3090,1827,1263,20017
D,20010706,113740,1000393,00056D,0000470,1,11,1119,111909,0062,006201,274,357,1,357,274,83,20017
A,20010706,113740,1000417,00056A,0000470,1,11,1119,111909,0062,006201,274,508,1,508,274,234,20017
B,20010706,113740,1000458,00056B,0000395,1,11,1118,111807,1556,155601,293,477,1,477,293,184,20017
C,20010706,140629,1000377,00041C,0000368,1,13,1301,130139,0054,005401,335,436,4,1744,1340,404,20017
D,20010706,140629,1000392,00041D,0000368,1,13,1301,130139,0054,005401,335,436,5,2180,1675,505,20017
A,20010706,140629,1000416,00041A,0000388,1,14,1402,140209,0773,077301,336,437,1,437,336,101,20017
B,20010706,113740,1000458,00056B,0000426,1,11,1106,110601,1763,176305,177,282,5,1410,885,525,20017
C,20010706,140629,1000377,00041C,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
D,20010706,140629,1000392,00041D,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
A,20010706,140629,1000416,00041A,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
B,20010706,140629,1000457,00041B,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101,20017
C,20010706,140629,1000377,00041C,0000388,1,14,1402,140209,0773,077301,336,585,1,585,336,249,20017
D,20010706,174716,1000395,00198D,0000664,1,11,1116,111697,1725,172503,319,549,6,3294,1914,1380,20017
A,20010706,140629,1000416,00041A,0000368,1,13,1301,130139,0054,005401,335,436,1,436,335,101,20017
B,20010706,140629,1000457,00041B,0000579,1,11,1102,110211,1884,188400,259,337,1,337,259,78,20017
C,20010706,173641,1000379,00087C,0000655,1,11,1111,111197,0996,099600,267,348,3,1044,801,243,20017
D,20010706,173641,1000394,00087D,0000476,1,11,1111,111111,0405,040502,258,336,5,1680,1290,390,20017
A,20010706,173641,1000418,00087A,0000500,1,11,1105,110504,1229,122901,412,536,1,536,412,124,20017
B,20010706,140629,1000457,00041B,0000388,1,14,1402,140209,0773,077301,336,437,1,437,336,101,20017
C,20010706,173641,1000379,00087C,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80,20017
D,20010706,173641,1000394,00087D,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80,20017
A,20010706,173641,1000418,00087A,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80,20017
B,20010706,174716,1000460,00198B,0000534,1,11,1104,110415,1226,122600,374,663,1,663,374,289,20017
C,20010706,173641,1000379,00087C,0000476,1,11,1111,111111,0405,040502,258,401,1,401,258,143,20017
D,20010706,173641,1000394,00087D,0000500,1,11,1105,110504,1229,122901,412,536,1,536,412,124,20017
A,20010706,173641,1000418,00087A,0000476,1,11,1111,111111,0405,040502,258,336,5,1680,1290,390,20017
B,20010706,173641,1000459,00087B,0000655,1,11,1111,111197,0996,099600,267,348,5,1740,1335,405,20017
C,20010706,173641,1000379,00087C,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20017
D,20010706,173641,1000394,00087D,0000285,1,11,1110,111015,1516,151601,208,271,1,271,208,63,20017
A,20010706,173641,1000418,00087A,0000285,1,11,1110,111015,1516,151601,208,271,5,1355,1040,315,20017
B,20010706,173641,1000459,00087B,0000476,1,11,1111,111111,0405,040502,258,336,1,336,258,78,20017
C,20010706,173641,1000379,00087C,0000445,1,11,1119,111901,0621,062100,357,637,1,637,357,280,20017
D,20010706,173641,1000394,00087D,0000655,1,11,1111,111197,0996,099600,267,348,5,1740,1335,405,20017
A,20010706,173641,1000418,00087A,0000655,1,11,1111,111197,0996,099600,267,348,1,348,267,81,20017
B,20010706,173641,1000459,00087B,0000275,1,14,1406,140693,0570,057004,370,857,1,857,370,487,20017
C,20010706,173641,1000379,00087C,0000285,1,11,1110,111015,1516,151601,208,271,1,271,208,63,20017
D,20010706,173641,1000394,00087D,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20017
A,20010706,173641,1000418,00087A,0000275,1,14,1406,140693,0570,057004,370,481,1,481,370,111,20017
B,20010706,173641,1000459,00087B,0000500,1,11,1105,110504,1229,122901,412,661,1,661,412,249,20017
C,20010706,173641,1000379,00087C,0000500,1,11,1105,110504,1229,122901,412,536,1,536,412,124,20017
D,20010706,173641,1000394,00087D,0000445,1,11,1119,111901,0621,062100,357,507,1,507,357,150,20017
A,20010706,173641,1000418,00087A,0000445,1,11,1119,111901,0621,062100,357,532,1,532,357,175,20017
B,20010706,173641,1000459,00087B,0000316,1,11,1119,111907,1107,110702,265,345,1,345,265,80,20017
C,20010706,174716,1000380,00198C,0000664,1,11,1116,111697,1725,172503,319,415,4,1660,1276,384,20017
D,20010706,174716,1000395,00198D,0000328,1,14,1404,140405,1987,198701,191,249,1,249,191,58,20017
A,20010706,174716,1000419,00198A,0000383,1,11,1103,110301,1919,191900,404,526,5,2630,2020,610,20017
B,20010706,173641,1000459,00087B,0000445,1,11,1119,111901,0621,062100,357,541,1,541,357,184,20017
C,20010706,174716,1000380,00198C,0000328,1,14,1404,140405,1987,198701,191,392,3,1176,573,603,20017
D,20010706,174716,1000395,00198D,0000534,1,11,1104,110415,1226,122600,374,584,1,584,374,210,20017
A,20010706,174716,1000419,00198A,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20017
B,20010706,174716,1000460,00198B,0000664,1,11,1116,111697,1725,172503,319,415,1,415,319,96,20017
C,20010706,174716,1000380,00198C,0000383,1,11,1103,110301,1919,191900,404,631,5,3155,2020,1135,20017
D,20010706,174716,1000395,00198D,0000383,1,11,1103,110301,1919,191900,404,611,4,2444,1616,828,20017
A,20010706,174716,1000419,00198A,0000328,1,14,1404,140405,1987,198701,191,365,2,730,382,348,20017
B,20010706,174716,1000460,00198B,0000360,1,11,1119,111905,1327,132705,235,434,1,434,235,199,20017
C,20010706,174716,1000380,00198C,0000360,1,11,1119,111905,1327,132705,235,306,3,918,705,213,20017
D,20010706,174716,1000395,00198D,0000415,1,11,1115,111503,1902,190200,357,465,1,465,357,108,20017
A,20010706,174716,1000419,00198A,0000550,1,13,1301,130131,0320,032001,401,522,1,522,401,121,20017
B,20010706,174716,1000460,00198B,0000415,1,11,1115,111503,1902,190200,357,465,6,2790,2142,648,20017
C,20010706,174716,1000380,00198C,0000415,1,11,1115,111503,1902,190200,357,465,6,2790,2142,648,20017
