顧客,日付,日数
00022B,20010316,73
00022B,20010320,77
00022B,20010320,77
00022B,20010320,77
00022B,20010320,77
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022B,20010406,94
00022C,20010316,73
00022C,20010320,77
00022C,20010320,77
00022C,20010320,77
00022C,20010320,77
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022C,20010406,94
00022D,20010316,73
00022D,20010320,77
00022D,20010320,77
00022D,20010320,77
00022D,20010320,77
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00022D,20010406,94
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010702,181
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010710,189
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010914,255
00023A,20010926,267
00023A,20010926,267
00023A,20010926,267
00023A,20010926,267
00023A,20010926,267
00023A,20010926,267
00023A,20010926,267
00023A,20010926,267
00023A,20011008,279
00023A,20011008,279
00023A,20011008,279
00023A,20011008,279
00023A,20011008,279
00023A,20011008,279
00023A,20011008,279
00023A,20011008,279
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011207,339
00023A,20011213,345
00023A,20011213,345
00023A,20011213,345
00023A,20011213,345
00023A,20011213,345
00023A,20011213,345
00023A,20011213,345
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010702,181
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010710,189
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010914,255
00023B,20010926,267
00023B,20010926,267
00023B,20010926,267
00023B,20010926,267
00023B,20010926,267
00023B,20010926,267
00023B,20010926,267
00023B,20010926,267
00023B,20011008,279
00023B,20011008,279
00023B,20011008,279
00023B,20011008,279
00023B,20011008,279
00023B,20011008,279
00023B,20011008,279
00023B,20011008,279
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011207,339
00023B,20011213,345
00023B,20011213,345
00023B,20011213,345
00023B,20011213,345
00023B,20011213,345
00023B,20011213,345
00023B,20011213,345
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010702,181
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010710,189
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010914,255
00023C,20010926,267
00023C,20010926,267
00023C,20010926,267
00023C,20010926,267
00023C,20010926,267
00023C,20010926,267
00023C,20010926,267
00023C,20010926,267
00023C,20011008,279
00023C,20011008,279
00023C,20011008,279
00023C,20011008,279
00023C,20011008,279
00023C,20011008,279
00023C,20011008,279
00023C,20011008,279
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011207,339
00023C,20011213,345
00023C,20011213,345
00023C,20011213,345
00023C,20011213,345
00023C,20011213,345
00023C,20011213,345
00023C,20011213,345
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010702,181
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010710,189
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010914,255
00023D,20010926,267
00023D,20010926,267
00023D,20010926,267
00023D,20010926,267
00023D,20010926,267
00023D,20010926,267
00023D,20010926,267
00023D,20010926,267
00023D,20011008,279
00023D,20011008,279
00023D,20011008,279
00023D,20011008,279
00023D,20011008,279
00023D,20011008,279
00023D,20011008,279
00023D,20011008,279
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011207,339
00023D,20011213,345
00023D,20011213,345
00023D,20011213,345
00023D,20011213,345
00023D,20011213,345
00023D,20011213,345
00023D,20011213,345
00024A,20010420,108
00024A,20010420,108
00024A,20010420,108
00024A,20010420,108
00024A,20010420,108
00024A,20010420,108
00024A,20010420,108
00024A,20010512,130
00024A,20010512,130
00024A,20010512,130
00024A,20010512,130
00024A,20010512,130
00024A,20010515,133
00024A,20010523,141
00024A,20010523,141
00024A,20010523,141
00024A,20010523,141
00024A,20010616,165
00024A,20010616,165
00024A,20010616,165
00024A,20010616,165
00024A,20010616,165
00024A,20010616,165
00024A,20010616,165
00024A,20010719,198
00024A,20010719,198
00024A,20010719,198
00024A,20010719,198
00024A,20010719,198
00024A,20010719,198
00024A,20010719,198
00024A,20010802,212
00024A,20010802,212
00024A,20010802,212
00024A,20010802,212
00024A,20010827,237
00024A,20010827,237
00024A,20010827,237
00024A,20010827,237
00024A,20010827,237
00024A,20010827,237
00024B,20010420,108
00024B,20010420,108
00024B,20010420,108
00024B,20010420,108
00024B,20010420,108
00024B,20010420,108
00024B,20010420,108
00024B,20010512,130
00024B,20010512,130
00024B,20010512,130
00024B,20010512,130
00024B,20010512,130
00024B,20010515,133
00024B,20010523,141
00024B,20010523,141
00024B,20010523,141
00024B,20010523,141
00024B,20010616,165
00024B,20010616,165
00024B,20010616,165
00024B,20010616,165
00024B,20010616,165
00024B,20010616,165
00024B,20010616,165
00024B,20010719,198
00024B,20010719,198
00024B,20010719,198
00024B,20010719,198
00024B,20010719,198
00024B,20010719,198
00024B,20010719,198
00024B,20010802,212
00024B,20010802,212
00024B,20010802,212
00024B,20010802,212
00024B,20010827,237
00024B,20010827,237
00024B,20010827,237
00024B,20010827,237
00024B,20010827,237
00024B,20010827,237
00024C,20010420,108
00024C,20010420,108
00024C,20010420,108
00024C,20010420,108
00024C,20010420,108
00024C,20010420,108
00024C,20010420,108
00024C,20010512,130
00024C,20010512,130
00024C,20010512,130
00024C,20010512,130
00024C,20010512,130
00024C,20010515,133
00024C,20010523,141
00024C,20010523,141
00024C,20010523,141
00024C,20010523,141
00024C,20010616,165
00024C,20010616,165
00024C,20010616,165
00024C,20010616,165
00024C,20010616,165
00024C,20010616,165
00024C,20010616,165
00024C,20010719,198
00024C,20010719,198
00024C,20010719,198
00024C,20010719,198
00024C,20010719,198
00024C,20010719,198
00024C,20010719,198
00024C,20010802,212
00024C,20010802,212
00024C,20010802,212
00024C,20010802,212
00024C,20010827,237
00024C,20010827,237
00024C,20010827,237
00024C,20010827,237
00024C,20010827,237
00024C,20010827,237
00024D,20010420,108
00024D,20010420,108
00024D,20010420,108
00024D,20010420,108
00024D,20010420,108
00024D,20010420,108
00024D,20010420,108
00024D,20010512,130
00024D,20010512,130
00024D,20010512,130
00024D,20010512,130
00024D,20010512,130
00024D,20010515,133
00024D,20010523,141
00024D,20010523,141
00024D,20010523,141
00024D,20010523,141
00024D,20010616,165
00024D,20010616,165
00024D,20010616,165
00024D,20010616,165
00024D,20010616,165
00024D,20010616,165
00024D,20010616,165
00024D,20010719,198
00024D,20010719,198
00024D,20010719,198
00024D,20010719,198
00024D,20010719,198
00024D,20010719,198
00024D,20010719,198
00024D,20010802,212
00024D,20010802,212
00024D,20010802,212
00024D,20010802,212
00024D,20010827,237
00024D,20010827,237
00024D,20010827,237
00024D,20010827,237
00024D,20010827,237
00024D,20010827,237
00025A,20010821,231
00025A,20010821,231
00025A,20010821,231
00025A,20010821,231
00025A,20010821,231
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011008,279
00025A,20011022,293
00025A,20011022,293
00025A,20011022,293
00025A,20011022,293
00025A,20011022,293
00025A,20011029,300
00025A,20011029,300
00025A,20011220,352
00025A,20011224,356
00025A,20011224,356
00025A,20011224,356
00025A,20011230,362
00025A,20011230,362
00025A,20011230,362
00025A,20011230,362
00025A,20011230,362
00025A,20011230,362
00025B,20010821,231
00025B,20010821,231
00025B,20010821,231
00025B,20010821,231
00025B,20010821,231
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011008,279
00025B,20011022,293
00025B,20011022,293
00025B,20011022,293
00025B,20011022,293
00025B,20011022,293
00025B,20011029,300
00025B,20011029,300
00025B,20011220,352
00025B,20011224,356
00025B,20011224,356
00025B,20011224,356
00025B,20011230,362
00025B,20011230,362
00025B,20011230,362
00025B,20011230,362
00025B,20011230,362
00025B,20011230,362
00025C,20010821,231
00025C,20010821,231
00025C,20010821,231
00025C,20010821,231
00025C,20010821,231
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011008,279
00025C,20011022,293
00025C,20011022,293
00025C,20011022,293
00025C,20011022,293
00025C,20011022,293
00025C,20011029,300
00025C,20011029,300
00025C,20011220,352
00025C,20011224,356
00025C,20011224,356
00025C,20011224,356
00025C,20011230,362
00025C,20011230,362
00025C,20011230,362
00025C,20011230,362
00025C,20011230,362
00025C,20011230,362
00025D,20010821,231
00025D,20010821,231
00025D,20010821,231
00025D,20010821,231
00025D,20010821,231
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011008,279
00025D,20011022,293
00025D,20011022,293
00025D,20011022,293
00025D,20011022,293
00025D,20011022,293
00025D,20011029,300
00025D,20011029,300
00025D,20011220,352
00025D,20011224,356
00025D,20011224,356
00025D,20011224,356
00025D,20011230,362
00025D,20011230,362
00025D,20011230,362
00025D,20011230,362
00025D,20011230,362
00025D,20011230,362
00026A,20011225,357
00026A,20011225,357
00026A,20011225,357
00026A,20011225,357
00026B,20011225,357
00026B,20011225,357
00026B,20011225,357
00026B,20011225,357
00026C,20011225,357
00026C,20011225,357
00026C,20011225,357
00026C,20011225,357
00026D,20011225,357
00026D,20011225,357
00026D,20011225,357
00026D,20011225,357
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028A,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028B,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028C,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00028D,20010918,259
00029A,20010614,163
00029A,20010713,192
00029A,20010713,192
00029A,20010713,192
00029A,20010713,192
00029A,20010713,192
00029A,20010729,208
00029A,20010729,208
00029A,20010804,214
00029A,20010804,214
00029A,20010804,214
00029A,20010804,214
00029A,20010804,214
00029A,20010804,214
00029A,20010805,215
00029A,20010805,215
00029A,20010908,249
00029A,20010908,249
00029A,20010908,249
00029A,20010908,249
00029A,20010908,249
00029A,20010908,249
00029A,20010908,249
00029A,20011013,284
00029A,20011013,284
00029A,20011013,284
00029A,20011013,284
00029A,20011013,284
00029A,20011013,284
00029A,20011013,284
00029A,20011013,284
00029A,20011203,335
00029A,20011203,335
00029A,20011203,335
00029A,20011203,335
00029A,20011203,335
00029A,20011203,335
00029A,20011203,335
00029B,20010614,163
00029B,20010713,192
00029B,20010713,192
00029B,20010713,192
00029B,20010713,192
00029B,20010713,192
00029B,20010729,208
00029B,20010729,208
00029B,20010804,214
00029B,20010804,214
00029B,20010804,214
00029B,20010804,214
00029B,20010804,214
00029B,20010804,214
00029B,20010805,215
00029B,20010805,215
00029B,20010908,249
00029B,20010908,249
00029B,20010908,249
00029B,20010908,249
00029B,20010908,249
00029B,20010908,249
00029B,20010908,249
00029B,20011013,284
00029B,20011013,284
00029B,20011013,284
00029B,20011013,284
00029B,20011013,284
00029B,20011013,284
00029B,20011013,284
00029B,20011013,284
00029B,20011203,335
00029B,20011203,335
00029B,20011203,335
00029B,20011203,335
00029B,20011203,335
00029B,20011203,335
00029B,20011203,335
00029C,20010614,163
00029C,20010713,192
00029C,20010713,192
00029C,20010713,192
00029C,20010713,192
00029C,20010713,192
00029C,20010729,208
00029C,20010729,208
00029C,20010804,214
00029C,20010804,214
00029C,20010804,214
00029C,20010804,214
00029C,20010804,214
00029C,20010804,214
00029C,20010805,215
00029C,20010805,215
00029C,20010908,249
00029C,20010908,249
00029C,20010908,249
00029C,20010908,249
00029C,20010908,249
00029C,20010908,249
00029C,20010908,249
00029C,20011013,284
00029C,20011013,284
00029C,20011013,284
00029C,20011013,284
00029C,20011013,284
00029C,20011013,284
00029C,20011013,284
00029C,20011013,284
00029C,20011203,335
00029C,20011203,335
00029C,20011203,335
00029C,20011203,335
00029C,20011203,335
00029C,20011203,335
00029C,20011203,335
00029D,20010614,163
00029D,20010713,192
00029D,20010713,192
00029D,20010713,192
00029D,20010713,192
00029D,20010713,192
00029D,20010729,208
00029D,20010729,208
00029D,20010804,214
00029D,20010804,214
00029D,20010804,214
00029D,20010804,214
00029D,20010804,214
00029D,20010804,214
00029D,20010805,215
00029D,20010805,215
00029D,20010908,249
00029D,20010908,249
00029D,20010908,249
00029D,20010908,249
00029D,20010908,249
00029D,20010908,249
00029D,20010908,249
00029D,20011013,284
00029D,20011013,284
00029D,20011013,284
00029D,20011013,284
00029D,20011013,284
00029D,20011013,284
00029D,20011013,284
00029D,20011013,284
00029D,20011203,335
00029D,20011203,335
00029D,20011203,335
00029D,20011203,335
00029D,20011203,335
00029D,20011203,335
00029D,20011203,335
00030A,20010405,93
00030A,20010405,93
00030A,20010405,93
00030A,20010413,101
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010515,133
00030A,20010604,153
00030A,20010604,153
00030A,20010604,153
00030A,20010604,153
00030A,20010604,153
00030A,20010604,153
00030A,20010604,153
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030A,20010618,167
00030B,20010405,93
00030B,20010405,93
00030B,20010405,93
00030B,20010413,101
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010515,133
00030B,20010604,153
00030B,20010604,153
00030B,20010604,153
00030B,20010604,153
00030B,20010604,153
00030B,20010604,153
00030B,20010604,153
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030B,20010618,167
00030C,20010405,93
00030C,20010405,93
00030C,20010405,93
00030C,20010413,101
00030C,20010515,133
00030C,20010515,133
00030C,20010515,133
00030C,20010515,133
00030C,20010515,133
