日付,数量,金額
20010520,3,1914
20010520,1,618
20010520,1,526
20010520,1,605
20010520,1,293
20010520,1,493
20010520,1,158
20010520,5,1880
20010520,5,1660
20010520,1,372
20010520,1,635
20010520,1,511
20010520,1,316
20010520,6,858
20010520,5,1125
20010520,1,482
20010520,1,541
20010520,4,1520
20010520,6,4302
20010520,1,458
20010520,1,511
20010520,1,233
20010520,1,153
20010520,1,531
20010520,5,2925
20010520,1,555
20010520,1,340
20010520,1,549
20010521,1,388
20010521,1,236
20010521,1,523
20010521,1,329
20010521,1,465
20010521,1,365
20010521,1,465
20010521,1,592
20010521,1,311
20010521,1,608
20010521,1,358
20010521,6,4212
20010521,1,358
20010521,7,1351
20010521,1,247
20010521,5,1835
20010521,5,2895
20010521,1,380
20010521,1,268
20010521,1,450
20010521,1,357
20010521,1,143
20010521,1,292
20010521,1,408
20010521,1,524
20010521,1,342
20010521,1,436
20010521,1,471
20010521,1,172
20010521,1,399
20010521,1,638
20010521,1,253
20010521,1,693
20010521,4,1860
20010521,1,437
20010521,1,241
20010521,1,638
20010521,7,1106
20010521,6,3324
20010521,1,348
20010522,1,255
20010522,5,2465
20010522,1,545
20010522,1,345
20010522,5,1790
20010522,1,493
20010522,1,316
20010522,1,498
20010522,5,1800
20010522,1,290
20010522,5,1640
20010522,1,247
20010522,1,414
20010522,1,241
20010522,1,328
20010522,1,371
20010522,1,297
20010522,1,124
20010522,1,449
20010522,1,525
20010522,1,457
20010523,1,476
20010523,7,5173
20010523,1,601
20010523,1,301
20010523,1,921
20010523,1,301
20010523,1,375
20010523,5,1785
20010523,5,2915
20010523,1,316
20010523,4,672
20010523,6,3894
20010523,6,1878
20010523,1,555
20010523,1,403
20010523,1,1006
20010523,1,193
20010523,3,870
20010523,1,435
20010523,4,1652
20010525,5,995
20010525,6,2976
20010525,1,124
20010525,1,360
20010525,4,1628
20010525,1,337
20010525,5,1730
20010525,1,691
20010525,1,292
20010525,1,511
20010525,4,464
20010526,5,2785
20010526,4,1556
20010526,1,514
20010526,1,345
20010526,1,397
20010526,1,433
20010526,1,402
20010526,1,434
20010527,3,1074
20010527,5,1790
20010527,1,431
20010527,3,1323
20010527,1,358
20010527,1,653
20010528,1,596
20010528,1,257
20010528,1,312
20010528,5,1995
20010528,1,332
20010528,1,345
20010528,5,3465
20010528,5,2815
20010528,1,523
20010528,1,397
20010529,1,522
20010529,1,345
20010529,1,337
20010529,1,407
20010529,1,191
20010529,1,541
20010529,1,389
20010529,7,4235
20010529,1,371
20010529,1,348
20010529,1,356
20010529,1,277
20010529,7,3059
20010530,1,268
20010530,1,794
20010530,4,1676
20010530,1,221
20010530,1,358
20010530,1,897
20010530,1,458
20010530,3,684
20010530,6,2532
20010530,6,744
20010530,1,271
20010530,1,262
20010530,1,632
20010530,1,818
20010530,6,2466
20010530,1,228
20010530,5,1590
20010530,4,2748
20010530,1,557
20010530,1,534
20010530,6,2370
20010530,6,3396
20010530,1,609
20010530,1,502
20010530,1,458
20010531,1,225
20010531,1,355
20010531,1,582
20010531,1,333
20010531,1,607
20010531,1,328
20010531,5,1285
20010531,5,2885
20010531,1,236
20010531,1,255
20010531,1,358
20010531,1,333
20010531,1,435
20010531,1,657
20010531,4,1836
20010531,3,1353
20010531,1,723
20010531,1,525
20010531,5,1925
20010531,1,124
20010531,1,584
20010531,1,375
20010531,1,407
20010531,1,475
20010531,1,145
20010531,1,419
20010531,1,481
20010531,1,582
20010531,1,759
20010531,1,436
20010531,1,290
20010531,3,1131
20010531,1,223
20010601,1,451
20010601,1,357
20010601,1,512
20010601,1,331
20010601,1,794
20010601,1,543
20010601,1,482
20010601,1,448
20010601,1,660
20010601,4,5336
20010601,1,472
20010601,1,938
20010601,5,2155
20010601,1,541
20010601,5,945
20010601,1,182
20010601,1,313
20010601,3,1446
20010601,4,572
20010601,1,172
20010601,1,224
20010601,1,346
20010601,1,238
20010602,1,720
20010602,2,916
20010602,1,289
20010602,5,1350
20010602,1,397
20010602,1,212
20010602,1,322
20010602,6,2130
20010603,1,517
20010603,1,212
20010603,1,333
20010603,1,318
20010603,7,1708
20010603,1,794
20010603,1,449
20010603,1,328
20010603,5,3190
20010603,1,1066
20010603,1,465
20010603,1,493
20010603,5,1885
20010603,1,235
20010603,6,5628
20010603,3,831
20010603,1,545
20010603,1,290
20010603,3,2217
20010603,1,354
20010603,1,470
20010603,1,441
20010603,3,1164
20010603,1,335
20010603,5,3435
20010603,1,475
20010603,1,470
20010604,3,1071
20010604,1,478
20010604,3,1143
20010604,1,358
20010604,2,1332
20010604,1,674
20010604,1,595
20010604,5,1725
20010604,1,375
20010604,1,322
20010604,1,227
20010604,5,3045
20010604,1,544
20010604,4,1184
20010604,1,1590
20010604,4,1420
20010604,1,582
20010604,6,3156
20010604,6,3066
20010604,1,159
20010604,1,770
20010604,1,481
20010604,1,408
20010604,6,3246
20010604,1,371
20010604,1,387
20010604,2,1158
20010604,1,493
20010604,1,482
20010604,2,482
20010604,5,2615
20010605,7,1687
20010605,1,514
20010605,1,465
20010605,1,331
20010605,1,259
20010605,1,285
20010605,1,489
20010606,1,408
20010606,1,254
20010606,1,393
20010606,1,388
20010606,6,2538
20010606,1,653
20010606,1,199
20010606,1,357
20010606,1,322
20010606,1,384
20010606,1,465
20010606,1,293
20010606,1,327
20010606,1,327
20010606,1,491
20010606,1,921
20010606,1,391
20010606,1,493
20010606,5,2680
20010606,1,533
20010606,1,489
20010606,1,377
20010606,1,510
20010606,7,3276
20010606,1,897
20010606,1,325
20010606,6,3750
20010606,1,545
20010607,7,3724
20010607,1,508
20010607,7,2779
20010607,1,696
20010607,1,428
20010607,1,794
20010607,1,376
20010607,1,216
20010607,1,147
20010607,1,422
20010607,1,223
20010607,1,614
20010607,1,407
20010607,1,466
20010607,1,380
20010607,7,1631
20010607,3,1164
20010607,6,2346
20010607,1,223
20010607,1,465
20010607,7,3850
20010607,6,3576
20010608,1,310
20010608,1,400
20010608,1,444
20010608,1,465
20010608,6,2724
20010608,1,705
20010608,1,608
20010608,1,595
20010608,1,361
20010608,1,524
20010608,1,567
20010609,5,2380
20010609,4,2364
20010609,1,358
20010609,1,649
20010609,5,2455
20010609,1,360
20010609,1,597
20010609,1,478
20010609,1,270
20010609,1,481
20010609,6,1836
20010609,1,458
20010609,1,277
20010609,1,501
20010609,5,2895
20010609,1,389
20010609,1,354
20010609,1,360
20010609,4,2200
20010609,1,770
20010609,1,437
20010609,1,259
20010609,1,193
20010609,3,1929
20010609,1,384
20010609,1,345
20010609,1,693
20010609,1,427
20010609,1,260
20010609,6,606
20010609,1,361
20010609,1,493
20010609,1,427
20010609,1,313
20010610,1,496
20010610,1,449
20010611,1,331
20010611,1,238
20010611,4,2376
20010611,6,2142
20010611,1,558
20010611,1,156
20010611,1,500
20010611,1,536
20010612,1,381
20010612,1,297
20010612,1,380
20010612,1,436
20010612,6,870
20010612,1,380
20010612,1,385
20010612,1,523
20010612,1,360
20010612,1,277
20010612,1,276
20010612,1,420
20010612,1,397
20010612,6,4692
20010612,1,526
20010612,1,625
20010612,1,608
20010612,1,401
20010612,1,508
20010612,1,158
20010612,1,488
20010612,1,1006
20010612,1,313
20010612,1,420
20010612,1,478
20010612,1,523
20010612,6,2088
20010612,1,512
20010612,1,221
20010612,1,436
20010612,1,236
20010612,1,505
20010612,1,525
20010612,5,1640
20010612,1,297
20010612,1,470
20010612,1,743
20010612,1,577
20010612,7,2415
20010612,1,632
20010613,3,1308
20010613,1,474
20010613,1,422
20010613,6,2016
20010613,3,3567
20010613,7,1813
20010613,1,407
20010613,1,431
20010613,1,357
20010613,1,488
20010613,1,614
20010613,5,2390
20010613,1,614
20010613,1,391
20010613,6,3480
20010614,1,152
20010614,1,401
20010614,1,420
20010614,1,441
20010614,1,472
20010614,1,580
20010614,1,464
20010614,6,3240
20010614,6,1734
20010614,1,607
20010614,1,357
20010614,1,492
20010614,1,528
20010614,5,1250
20010614,1,418
20010615,1,567
20010615,1,554
20010615,1,433
20010615,1,505
20010615,1,441
20010615,2,970
20010615,1,268
20010615,1,565
20010615,1,467
20010615,1,377
20010615,1,552
20010615,1,561
20010615,3,2001
20010615,5,1365
20010615,1,489
20010615,1,299
20010615,1,356
20010616,3,1107
20010616,1,544
20010616,1,493
20010616,1,431
20010616,1,201
20010616,1,182
20010616,1,365
20010616,4,2072
20010616,1,770
20010616,1,124
20010616,1,369
20010616,5,2325
20010616,1,91
20010616,1,461
20010616,5,2725
20010616,1,544
20010616,4,1928
20010616,3,1008
20010616,1,418
20010616,1,531
20010616,3,948
20010616,1,376
20010616,1,333
20010616,1,309
20010616,1,414
20010616,1,152
20010616,5,1900
20010616,1,245
20010616,1,377
20010616,1,595
20010616,1,156
20010616,1,371
20010617,1,449
20010617,1,568
20010617,1,129
20010617,5,1485
20010618,1,510
20010618,1,129
20010618,1,545
20010618,1,381
20010618,1,325
20010618,1,301
20010618,1,485
20010618,1,292
20010618,1,534
20010618,1,493
20010618,7,3395
20010618,1,550
20010618,1,531
20010618,1,156
20010618,1,273
20010618,5,1810
20010618,1,124
20010618,1,423
20010618,1,380
20010618,4,1264
20010618,1,583
20010618,1,214
20010618,1,426
20010618,1,434
20010618,1,277
20010618,1,489
20010618,6,2748
20010618,1,1372
20010618,4,1036
20010618,1,665
20010618,1,555
20010618,1,395
20010618,1,1189
20010618,1,312
20010618,5,2625
20010618,5,2185
20010618,5,1725
20010618,1,428
20010618,1,677
20010618,1,168
20010618,1,296
20010618,1,279
20010618,5,3795
20010618,1,227
20010618,1,274
20010618,1,362
20010618,1,500
20010618,1,563
20010619,1,362
20010619,1,489
20010619,1,376
20010619,1,607
20010619,1,418
20010619,6,2418
20010619,6,2562
20010619,5,2895
20010619,1,342
20010619,1,91
20010619,1,434
20010619,1,653
20010619,5,2035
20010619,1,274
20010619,6,1446
20010619,1,493
20010619,1,172
20010619,1,381
20010619,5,765
20010619,1,441
20010619,4,2040
20010619,5,2205
20010619,1,582
20010619,1,342
20010619,7,1456
20010619,1,566
20010619,5,2765
20010619,1,502
20010619,1,506
20010619,1,377
20010619,1,172
20010619,5,1685
20010619,1,292
20010619,1,540
20010619,5,1860
20010619,1,369
20010619,5,1955
20010620,1,367
20010620,1,437
20010620,1,1590
20010620,1,1372
20010620,4,2020
20010620,1,465
20010620,6,3504
20010620,6,2598
20010620,1,403
20010620,1,536
20010620,1,168
20010620,1,197
20010620,1,665
20010620,1,345
20010620,5,3550
20010620,1,607
20010620,1,536
20010620,1,632
20010620,1,1006
20010620,1,466
20010620,1,357
20010620,1,596
20010620,1,461
20010620,1,395
20010620,1,375
20010620,5,2505
20010620,1,565
20010621,1,492
20010621,1,276
20010621,1,493
20010621,1,717
20010621,1,289
20010621,1,399
20010621,1,384
20010621,1,691
20010621,1,372
20010621,1,259
20010621,1,380
20010621,1,346
20010621,1,281
20010621,5,3235
20010621,1,112
20010621,1,238
20010621,1,705
20010621,7,1407
20010621,7,3808
20010621,1,493
20010621,1,279
20010622,5,3715
20010622,5,1080
20010622,6,4158
20010622,1,434
20010622,1,274
20010622,1,400
20010622,1,531
20010622,1,156
20010622,3,2115
20010622,1,618
20010622,1,301
20010622,1,455
20010622,1,437
20010622,6,2256
20010622,1,527
20010622,5,2160
20010622,1,159
20010622,1,238
20010622,1,372
20010622,6,3402
20010622,7,1589
20010622,1,147
20010622,1,279
20010622,5,1725
20010622,5,2655
20010622,1,443
20010622,1,424
20010622,6,2166
20010622,1,391
20010622,1,395
20010622,1,541
20010622,1,191
20010622,1,221
20010623,5,2300
20010623,1,274
20010623,1,490
20010623,4,2388
20010623,1,431
20010623,3,933
20010624,1,693
20010624,1,531
20010624,1,476
20010624,1,381
20010624,5,1940
20010624,1,437
20010625,1,360
20010625,1,441
20010625,1,328
20010625,1,444
20010625,6,1974
20010625,5,4065
20010625,5,2760
20010625,1,273
20010625,5,3215
20010625,1,759
20010625,1,511
20010625,1,274
20010626,1,710
20010626,1,318
20010626,5,2680
20010626,1,375
20010626,1,536
20010626,6,1998
20010626,3,1530
20010626,7,3500
20010626,1,189
20010626,6,2232
20010626,1,143
20010627,5,1725
20010627,1,579
20010627,1,306
20010627,1,271
20010627,5,2135
20010627,1,360
20010627,5,2500
20010627,1,496
20010627,2,1186
20010627,1,565
20010627,6,1674
20010627,1,782
20010627,1,346
20010627,1,813
20010627,1,527
20010627,6,1836
20010627,4,1020
20010627,1,270
20010627,3,1233
20010627,1,279
20010627,1,328
20010627,1,498
20010627,1,1590
20010627,1,638
20010627,5,7950
20010627,1,532
20010627,6,2784
20010628,4,1468
20010628,5,1235
20010628,3,1269
20010628,1,1053
20010628,1,511
20010628,1,292
20010628,6,2556
20010628,1,238
20010628,1,245
20010628,5,3265
20010628,1,380
20010628,5,2660
20010628,5,3335
20010628,4,932
20010628,5,1445
20010629,1,818
20010629,1,448
20010629,1,759
20010629,4,1688
20010629,1,344
20010629,1,329
20010629,1,310
20010629,1,522
20010629,1,608
20010629,1,478
20010629,1,510
20010629,1,710
20010629,1,520
20010629,1,159
20010629,1,660
20010629,2,884
20010629,1,614
20010629,1,436
20010629,1,717
20010629,1,403
20010630,1,274
20010630,1,597
20010630,1,594
20010701,6,3648
20010701,1,508
20010701,1,274
20010701,1,813
20010701,1,743
20010701,6,3684
20010701,1,399
20010701,1,1334
20010701,1,223
20010701,3,2160
20010701,4,2184
20010701,1,431
20010701,1,579
20010701,1,423
20010701,1,264
20010701,6,2328
20010701,1,432
20010701,1,121
20010701,1,389
20010701,1,590
20010701,5,3265
20010701,1,325
20010701,1,467
20010701,1,546
20010701,7,3052
20010701,1,384
20010701,4,1096
20010701,1,270
20010701,1,427
20010701,6,2586
20010701,5,1460
20010701,1,551
20010701,1,211
20010701,1,510
20010701,1,270
20010701,1,197
20010701,1,545
20010701,1,433
20010701,6,2478
20010701,1,331
20010701,1,422
20010701,1,481
20010701,1,637
20010701,1,353
20010701,6,4764
20010701,6,2322
20010701,1,296
20010701,1,342
20010701,5,1900
20010702,1,121
20010702,1,605
20010702,1,316
20010702,1,500
20010702,1,585
20010702,5,2175
20010702,1,330
20010702,6,4158
20010702,1,770
20010702,5,1395
20010702,1,387
20010702,1,381
20010702,6,3240
20010702,1,577
20010702,1,91
20010702,1,156
20010702,1,501
20010702,1,225
20010702,1,371
20010702,1,426
20010702,4,1320
20010702,1,478
20010702,1,579
20010703,1,219
20010703,1,556
20010703,1,223
20010703,1,435
20010703,4,1508
20010703,4,1680
20010703,1,531
20010703,7,4053
20010703,4,2176
20010703,1,481
20010703,1,277
20010703,1,418
20010703,1,687
20010703,6,3168
20010703,6,2304
20010703,1,591
20010704,1,584
20010704,1,567
20010704,4,1252
20010704,1,782
20010704,1,476
20010704,1,436
20010704,1,799
20010704,1,433
20010704,1,441
20010705,1,470
20010705,6,2622
20010705,1,470
20010705,1,301
20010706,1,381
20010706,1,380
20010706,5,2505
20010706,1,487
20010706,6,1362
20010706,3,4770
20010706,1,325
20010706,1,508
20010706,1,437
20010706,1,337
20010706,1,436
20010706,1,536
20010706,1,345
20010706,5,1680
20010706,5,1355
20010706,1,348
20010706,1,481
20010706,1,532
20010706,5,2630
20010706,1,465
20010706,2,730
20010706,1,522
20010706,1,306
20010706,1,487
20010706,1,415
20010707,6,3162
20010707,6,1884
20010707,1,393
20010707,1,570
20010707,1,720
20010707,2,790
20010707,6,1194
20010707,1,528
20010707,6,3336
20010707,1,345
20010707,5,2560
20010707,3,1059
20010707,1,320
20010707,6,2730
20010707,1,262
20010707,1,501
20010707,1,418
20010707,5,1725
20010707,1,565
20010707,1,221
20010707,1,794
20010707,1,519
20010707,5,1580
20010707,1,217
20010707,1,527
20010707,1,520
20010707,1,333
20010707,1,413
20010707,1,345
20010707,1,693
20010707,1,273
20010708,1,510
20010708,1,493
20010708,1,299
20010708,1,514
20010708,3,948
20010708,1,427
20010708,1,739
20010709,1,570
20010709,1,337
20010709,3,1008
20010709,3,1080
20010709,1,331
20010709,1,502
20010709,1,595
20010709,3,777
20010710,1,557
20010710,1,503
20010710,1,638
20010710,5,2980
20010710,1,333
20010710,1,367
20010710,1,448
20010710,1,1590
20010710,5,2265
20010710,3,1011
20010710,1,1024
20010710,5,1140
20010710,1,435
20010710,1,508
20010710,1,458
20010710,1,377
20010710,1,635
20010710,1,274
20010710,2,1080
20010710,1,353
20010710,1,433
20010710,1,365
20010710,1,436
20010710,5,1230
20010710,1,567
20010710,5,3040
20010710,1,328
20010710,1,386
20010710,6,1866
20010710,1,496
20010710,1,536
20010710,1,614
20010711,5,1385
20010711,5,1565
20010711,1,290
20010711,1,531
20010711,5,1355
20010711,1,549
20010711,5,2445
20010711,1,322
20010711,1,290
20010711,5,2245
20010711,6,3630
20010711,1,584
20010711,1,545
20010711,1,299
20010711,1,464
20010711,1,290
20010711,1,403
20010711,1,426
20010711,1,1006
20010711,1,525
20010711,1,503
20010711,1,306
20010711,6,2148
20010711,1,491
20010711,1,607
20010711,5,2185
20010711,1,607
20010711,1,386
20010711,5,2185
20010711,5,3465
20010711,1,418
20010711,4,1244
20010711,1,457
20010711,6,1950
20010711,1,279
20010711,1,358
20010711,7,2163
20010711,6,2934
20010711,1,525
20010711,1,281
20010711,5,1725
20010712,1,420
20010712,1,461
20010712,1,632
20010712,2,1112
20010712,1,309
20010712,6,1662
20010712,1,531
20010712,1,156
20010712,1,591
20010712,1,466
20010712,1,375
20010712,1,420
20010712,1,380
20010712,1,660
20010712,1,436
20010712,1,422
20010713,1,372
20010713,1,380
20010713,1,693
20010713,7,2597
20010713,1,451
20010713,1,391
20010713,1,137
20010713,6,3036
20010713,5,2310
20010713,1,625
20010713,1,327
20010713,1,794
20010713,1,498
20010713,1,608
20010713,5,1730
20010713,1,388
20010713,1,554
20010713,1,568
20010713,1,368
20010713,7,7042
20010713,1,487
20010713,1,584
20010713,1,420
20010713,1,296
20010713,1,545
20010713,1,1590
20010714,1,442
20010714,1,361
20010714,6,3138
20010714,6,726
20010714,1,368
20010714,5,2680
20010714,6,1632
20010714,7,1890
20010714,1,485
20010714,1,466
20010714,1,420
20010714,1,471
20010714,1,233
20010714,1,470
20010714,1,358
20010714,7,2072
20010714,1,799
20010714,1,580
20010714,1,362
20010714,1,389
20010714,1,310
20010714,1,559
20010714,1,614
20010714,5,2955
20010714,1,297
20010714,1,276
20010714,1,333
20010714,1,531
20010714,1,492
20010714,1,437
20010714,6,3576
20010714,1,309
20010714,5,7950
20010714,6,3294
20010714,1,281
20010714,7,3108
20010714,1,407
20010714,1,375
20010714,1,440
20010714,5,560
20010714,1,413
20010714,1,391
20010714,1,294
20010714,4,1652
20010715,5,1395
20010715,1,423
20010715,5,1360
20010715,1,329
20010715,1,693
20010715,1,536
20010715,5,1725
20010715,1,145
20010715,1,509
20010715,5,5120
20010715,1,332
20010715,7,4466
20010715,1,377
20010715,1,262
20010715,1,292
20010715,5,1065
20010715,1,466
20010715,5,3385
20010715,3,2454
20010715,1,523
20010715,3,516
20010715,6,3996
20010715,1,921
20010715,5,2680
20010715,1,436
20010715,1,743
20010716,1,596
20010716,1,449
20010716,6,2304
20010716,5,2245
20010716,1,799
20010716,1,469
20010716,1,273
20010716,1,433
20010716,1,386
20010716,5,1775
20010716,5,2380
20010716,1,595
20010716,1,277
20010716,1,294
20010716,1,277
20010716,1,274
20010716,1,262
20010716,1,605
20010716,1,277
20010716,1,168
20010716,1,208
20010716,1,602
20010716,1,191
20010716,7,5201
20010717,1,551
20010717,1,333
20010717,5,2065
20010717,1,629
20010717,1,505
20010717,1,367
20010717,1,391
20010717,1,306
20010717,3,1197
20010717,1,657
20010717,1,492
20010717,1,596
20010717,1,437
20010717,1,645
20010717,1,380
20010717,1,353
20010718,5,2360
20010718,5,1495
20010718,5,1945
20010718,1,1590
20010718,1,897
20010718,1,543
20010718,1,465
20010718,1,137
20010718,1,238
20010718,1,543
20010718,1,652
20010718,1,213
20010718,1,536
20010718,1,306
20010718,1,281
20010718,1,277
20010719,4,2216
20010719,1,559
20010719,1,331
20010719,5,3175
20010719,5,1460
20010719,1,475
20010719,1,431
20010719,4,2664
20010719,1,337
20010719,1,427
20010719,1,399
20010719,5,2155
20010719,1,410
20010719,1,277
20010719,5,2840
20010719,1,250
20010719,1,614
20010719,6,4764
20010719,1,554
20010719,1,346
20010719,1,460
20010719,7,2779
20010719,1,506
20010720,5,2310
20010720,1,277
20010720,1,441
20010720,1,238
20010720,1,159
20010720,4,2092
20010720,4,1080
20010720,1,632
20010720,4,596
20010720,1,380
20010720,1,618
20010720,1,271
20010720,1,276
20010720,1,460
20010720,1,221
20010720,6,2382
