manufacturer,brand,profit
0939,093900,83
0725,072501,33
1315,131504,84
0694,069401,172
1221,122101,121
0781,078100,117
0189,018900,101
0997,099702,109
1056,105604,40
0175,017501,146
0346,034600,279
0085,008500,59
0438,043802,293
1143,114302,432
0585,058501,101
1880,188002,81
0346,034600,279
0807,080700,259
0192,019200,768
1720,172003,112
0824,082403,59
1400,140000,570
0315,031501,126
1107,110702,80
1361,136102,415
1400,140000,114
0263,026304,73
1799,179903,158
1674,167405,645
0175,017505,67
1444,144403,380
1812,181200,57
0302,030202,96
1880,188002,81
1444,144403,76
1383,138301,86
0080,008001,69
1903,190301,29
1322,132200,104
1714,171400,198
1551,155101,106
0477,047700,110
1207,120700,3038
1595,159501,139
1287,128703,70
0140,014000,643
1287,128703,70
0094,009404,87
0062,006201,415
1568,156800,675
1067,106705,73
0485,048500,236
1203,120303,900
1378,137803,768
0623,062301,198
0856,085602,93
1463,146303,431
1925,192500,45
1336,133600,201
1808,180800,101
1090,109003,384
0112,011201,230
0894,089401,690
1903,190301,29
1674,167405,129
0522,052201,376
0423,042305,78
1430,143002,400
0207,020700,160
1261,126101,68
1565,156500,118
0266,026601,108
0856,085602,1235
0023,002300,360
1895,189503,119
0750,075000,80
1444,144403,145
1033,103300,100
1944,194405,93
1417,141703,233
1393,139300,249
0193,019301,415
0407,040704,100
1230,123000,306
0193,019301,83
0567,056702,328
0108,010800,263
0714,071401,60
1862,186203,72
0175,017501,730
0376,037601,77
1296,129603,80
0438,043802,1465
1198,119800,1265
1336,133601,241
1032,103200,92
1108,110801,121
1216,121600,80
0423,042305,78
1298,129803,94
1816,181600,72
1340,134000,125
0023,002300,90
1489,148902,980
0844,084400,86
1853,185300,127
0126,012600,141
0606,060602,64
0386,038605,1505
1083,108301,62
0918,091803,288
1579,157902,388
1427,142700,51
1361,136102,83
0690,069004,487
1133,113302,106
1471,147100,159
1574,157403,588
1903,190301,174
1736,173603,63
0769,076900,101
0506,050602,397
0567,056702,493
1974,197400,570
1471,147100,53
0295,029502,370
0679,067905,636
0856,085602,247
0025,002501,228
0052,005200,1224
0649,064905,786
0707,070700,141
0552,055202,116
1291,129100,189
0508,050800,52
0293,029302,82
1649,164901,135
1894,189400,77
0266,026600,367
1145,114501,76
0714,071401,300
0578,057800,1000
0751,075103,55
1668,166803,59
0193,019301,83
0522,052203,77
1862,186200,101
1369,136902,296
0572,057202,424
0736,073600,465
1659,165901,167
1714,171400,198
1429,142902,445
1903,190301,29
1578,157805,257
0536,053604,87
1100,110003,142
1770,177000,110
0079,007901,34
1579,157902,97
1124,112402,111
1649,164901,135
0707,070700,291
0189,018900,101
0134,013404,67
0107,010703,261
1570,157000,52
0736,073600,155
0085,008500,163
1755,175504,238
1376,137605,77
0918,091803,288
0929,092901,212
0713,071300,186
1196,119601,104
1151,115102,236
1487,148704,3964
1032,103200,167
0188,018800,595
1258,125804,500
1340,134000,125
0742,074201,220
0956,095603,42
1763,176305,136
1883,188302,513
0725,072501,132
1056,105604,40
0129,012906,52
1430,143002,80
0338,033801,55
1496,149602,327
1133,113302,212
0565,056500,67
0717,071700,315
1444,144403,145
0960,096001,49
1811,181100,75
0788,078801,492
0910,091000,120
0960,096001,49
0522,052203,77
0295,029502,74
1525,152504,399
0918,091803,288
0312,031203,104
1145,114501,76
0346,034600,1395
1889,188901,656
0887,088701,108
1400,140000,114
0107,010703,435
0617,061701,93
0188,018800,3570
0606,060602,192
1772,177202,126
0134,013404,67
1207,120700,1302
1364,136402,82
0501,050100,109
1230,123000,102
0596,059601,270
0484,048401,78
0679,067905,795
1770,177000,110
0501,050100,109
1771,177104,249
0369,036900,221
1556,155601,264
1361,136102,83
1801,180100,490
0612,061203,156
1405,140503,274
1216,121600,400
1659,165902,143
0026,002605,75
1319,131902,53
1633,163302,705
0844,084401,126
0013,001302,488
0728,072803,981
0788,078801,328
1649,164901,135
1919,191900,732
1565,156500,708
1334,133400,37
0876,087602,437
0570,057004,111
1720,172003,172
1340,134000,750
0844,084400,86
1646,164603,90
1301,130103,268
1400,140000,114
1883,188302,171
1765,176502,112
1336,133601,1205
1880,188002,567
1895,189503,119
1143,114302,108
1376,137605,77
1804,180403,60
0115,011502,66
0361,036103,113
0694,069401,172
1435,143502,59
1057,105702,91
0596,059601,90
0749,074904,588
1382,138203,151
0112,011201,46
0085,008500,163
1811,181100,75
1117,111700,89
1143,114302,108
1193,119305,68
0136,013601,76
0136,013601,76
1444,144403,239
0140,014000,643
0171,017104,169
0712,071201,114
1229,122901,620
0823,082303,123
1013,101300,113
0405,040501,87
1215,121503,188
1515,151500,756
0690,069004,487
0960,096002,75
1310,131000,1302
0315,031501,126
1468,146801,1617
0062,006201,234
0614,061400,644
1839,183902,384
0151,015100,99
0918,091803,288
0412,041201,87
0129,012907,50
1341,134100,56
1574,157403,98
1570,157000,52
0471,047101,257
0138,013801,160
0777,077700,108
0048,004803,88
1021,102100,378
1148,114803,270
0423,042305,792
1570,157000,52
1902,190200,108
0220,022000,1554
0108,010800,1578
1006,100601,72
0949,094901,93
0198,019800,103
1143,114302,108
0779,077905,630
0482,048203,163
0569,056902,141
1405,140503,274
0121,012101,84
1221,122101,121
1477,147704,131
1772,177201,550
1221,122103,1644
0193,019301,83
1203,120303,150
1725,172506,1240
1674,167405,129
1639,163900,138
0369,036900,221
1705,170502,63
1515,151502,111
1327,132705,426
1160,116001,106
1124,112400,64
1492,149206,181
1955,195503,955
0023,002300,90
0344,034403,82
1674,167405,129
0268,026800,508
0876,087602,437
0585,058501,101
0729,072900,60
1925,192500,45
0299,029902,447
1117,111700,89
0341,034102,80
0438,043802,293
1478,147800,99
1735,173500,60
0477,047701,144
0121,012101,84
1400,140000,114
0591,059107,99
0869,086900,125
0894,089401,115
0312,031203,104
1080,108004,77
0104,010402,55
1579,157902,1088
1771,177104,498
0804,080404,189
1896,189601,58
0799,079901,161
0616,061601,124
0566,056608,88
1115,111500,69
1763,176305,203
0054,005401,101
0079,007901,204
0678,067801,88
1677,167705,124
1336,133601,241
1674,167405,129
0606,060602,64
0048,004801,64
0255,025502,97
0614,061400,92
0542,054202,1692
1919,191900,122
1310,131000,217
0569,056902,141
0208,020801,93
0062,006201,234
0807,080700,37
0456,045602,113
1463,146303,431
0869,086900,125
0353,035306,134
0610,061002,111
1624,162401,121
1853,185300,762
0371,037101,250
1126,112600,51
0189,018900,101
0751,075103,55
0604,060401,117
1714,171400,198
1145,114501,380
0080,008001,69
0501,050100,109
0302,030201,172
0578,057800,200
0341,034102,560
0506,050602,397
1364,136402,492
0744,074400,110
1574,157403,98
0405,040502,468
0188,018800,2538
1804,180403,420
0522,052201,94
0407,040704,100
1771,177104,83
0456,045602,113
0471,047101,257
0369,036900,1105
0471,047101,257
0171,017104,169
0518,051802,1200
0545,054503,49
0394,039401,93
0353,035306,134
1230,123000,102
1032,103200,167
0694,069401,344
1677,167705,203
1440,144003,750
1632,163202,402
0266,026600,367
0085,008500,163
0300,030002,114
1068,106801,122
0463,046307,290
1523,152302,97
1558,155804,131
0192,019200,128
1223,122300,100
0604,060401,117
1230,123000,102
1053,105300,224
1501,150100,62
0203,020300,131
0472,047200,108
0405,040501,87
1215,121507,128
0418,041802,130
0442,044204,816
0663,066302,315
0361,036103,113
1263,126302,69
0126,012600,141
1705,170502,486
0844,084401,126
1400,140000,114
1258,125804,100
1730,173005,47
0956,095603,42
1987,198701,174
1188,118800,480
0876,087602,437
1903,190301,29
1705,170502,162
0887,088701,540
1238,123804,21
0550,055003,107
0315,031501,630
1684,168403,189
1883,188302,684
0405,040502,234
0546,054605,97
1083,108300,123
0263,026304,219
0412,041201,87
1894,189400,77
1610,161001,72
0302,030202,96
0545,054503,49
0678,067801,440
1293,129301,57
0405,040501,87
1405,140503,274
1896,189601,58
1383,138301,86
1322,132200,104
1950,195003,187
0143,014301,30
1115,111500,345
0120,012000,118
0143,014301,30
1772,177202,126
1556,155601,88
0960,096002,75
1248,124805,70
1053,105300,112
1261,126101,68
0025,002501,228
1400,140000,114
0340,034000,784
0227,022704,193
1083,108300,123
1896,189601,58
0663,066302,63
1409,140900,420
1903,190301,29
1662,166204,98
0048,004803,88
1067,106705,292
0302,030202,265
1151,115101,50
1017,101703,179
1417,141703,233
0679,067901,127
0361,036103,113
1291,129100,1134
1889,188901,962
1804,180403,240
1943,194300,254
0623,062301,198
0052,005200,204
0188,018800,846
1862,186203,72
1714,171400,990
0386,038605,1075
1296,129603,400
0151,015100,99
0969,096902,208
0485,048500,59
0745,074501,69
1007,100700,92
0707,070700,1455
1319,131902,53
1925,192500,126
1913,191300,84
0799,079901,161
1198,119800,253
1175,117501,84
0361,036103,113
0412,041201,87
0266,026600,367
0546,054605,97
1705,170501,558
0591,059107,594
1955,195503,955
0781,078100,117
1238,123804,21
1417,141703,233
0550,055003,299
1298,129803,470
0751,075103,93
1835,183504,336
1400,140000,114
0367,036703,40
1556,155601,88
0597,059700,260
1776,177601,102
1215,121503,752
1230,123000,510
1649,164901,135
0061,006101,79
0807,080700,609
1454,145403,131
0244,024401,640
0293,029302,229
1765,176500,117
0107,010703,87
1056,105604,40
1736,173603,645
1261,126101,68
1440,144003,125
1789,178900,430
1705,170502,162
0423,042305,660
0427,042703,85
0386,038605,215
0728,072803,981
1889,188901,962
1421,142101,468
0887,088701,108
1725,172504,810
1033,103300,600
1705,170501,93
1229,122901,124
0485,048500,59
0597,059700,96
1943,194300,254
0750,075000,80
1489,148900,1530
0266,026600,367
0393,039303,124
0506,050602,397
1463,146303,431
1669,166901,108
1771,177104,83
0108,010800,263
1953,195300,107
0522,052203,139
0536,053604,87
1492,149206,905
0203,020300,131
1537,153702,114
0048,004801,64
0712,071201,114
0319,031904,324
0565,056500,67
0175,017501,146
1454,145402,89
0207,020700,160
0556,055600,86
0729,072900,60
1566,156600,88
1908,190802,80
0960,096001,118
0590,059000,1425
0934,093400,35
0104,010402,55
0482,048203,163
1730,173005,329
0844,084401,882
0712,071201,114
1007,100700,92
0302,030201,860
0129,012907,250
0438,043802,1758
1417,141703,233
0751,075103,93
0949,094901,93
0590,059003,123
1896,189601,58
0482,048203,489
0678,067800,143
1287,128703,70
1854,185406,169
0773,077301,101
0412,041201,522
1690,169004,122
0701,070100,755
1334,133400,37
0554,055401,55
0556,055600,86
1477,147704,786
1319,131902,371
1341,134100,56
1007,100700,92
1296,129603,400
0590,059003,615
1974,197403,176
1628,162800,98
0226,022600,504
0423,042305,132
0052,005200,204
0227,022700,125
1816,181600,72
1427,142700,51
0191,019104,1240
0751,075103,93
1862,186200,156
1639,163900,552
1875,187504,100
1844,184400,342
0438,043802,293
1083,108300,123
1772,177201,110
1556,155601,88
1148,114803,450
0983,098300,101
1674,167405,129
1776,177601,102
1145,114501,76
0198,019800,103
0524,052400,456
1839,183902,2505
1215,121507,640
0663,066302,63
0299,029902,745
0707,070700,291
1380,138005,118
1925,192500,126
1489,148900,306
0967,096704,74
0616,061601,620
1659,165902,143
1229,122901,124
1894,189400,462
0120,012000,354
0799,079901,1127
0742,074201,44
0556,055600,516
0725,072501,33
0341,034102,400
1301,130103,134
1327,132705,71
1100,110001,63
0099,009902,495
1674,167405,129
0799,079901,805
0894,089401,115
0338,033802,274
0203,020300,131
0971,097100,390
0542,054202,282
1430,143002,80
1839,183902,501
0405,040501,237
1007,100700,714
1668,166803,236
0717,071700,63
0617,061702,486
0971,097100,65
1651,165101,76
1799,179903,158
0728,072803,981
0346,034600,279
0728,072803,4905
0621,062100,175
1677,167705,1218
0550,055004,340
0779,077901,285
0749,074904,294
0013,001300,553
1565,156500,118
1261,126101,68
1017,101703,1074
0104,010402,55
1293,129301,57
0550,055003,1495
1763,176305,203
1468,146801,1155
0442,044204,1360
1021,102100,216
1632,163202,335
0567,056702,493
0471,047104,104
0707,070700,291
1148,114804,392
1038,103804,80
0104,010401,76
0153,015302,72
1571,157103,240
1886,188600,213
0369,036900,221
0120,012000,118
1489,148900,306
1720,172003,284
1334,133400,37
1151,115102,236
1889,188903,204
1260,126001,142
1364,136402,164
0319,031904,324
1705,170501,93
0751,075103,93
1639,163900,138
0604,060401,206
1886,188600,1278
0062,006201,234
1925,192500,126
1839,183902,501
0302,030201,172
1994,199404,1704
0175,017501,146
1487,148704,991
1158,115804,52
1496,149602,981
1613,161302,504
1258,125804,100
1301,130103,134
0749,074904,98
1570,157000,93
0596,059601,540
0147,014700,100
1558,155803,28
1480,148000,90
1053,105301,207
1382,138203,755
1716,171603,75
0399,039902,108
1613,161302,126
0054,005401,707
1117,111700,89
0751,075103,372
0717,071700,63
0931,093101,99
1258,125804,600
1315,131504,420
1883,188302,240
0854,085404,49
0120,012000,118
0717,071700,63
0597,059700,96
0315,031501,126
1496,149603,100
1090,109003,576
1376,137605,77
1574,157403,98
0570,057004,111
1198,119800,327
0598,059801,82
0918,091803,1728
1646,164603,540
0745,074501,69
0061,006101,79
0048,004803,440
1558,155803,28
1489,148902,140
1482,148204,114
0189,018903,116
0573,057301,135
0285,028503,505
0002,000202,125
0438,043802,1758
0876,087602,437
0971,097100,325
0358,035804,90
1556,155601,88
1440,144003,750
0578,057800,200
1238,123804,21
1896,189601,58
1492,149206,181
0508,050800,52
0844,084400,86
1017,101703,179
0002,000202,500
0610,061002,111
1955,195503,191
0544,054400,51
0191,019104,344
1158,115804,52
0802,080203,101
0107,010703,348
0255,025502,388
0590,059003,123
1955,195503,1337
1893,189300,804
0570,057004,111
1124,112400,64
1523,152302,97
0679,067905,159
0244,024400,732
1117,111700,534
1221,122103,411
1578,157805,257
1477,147704,131
1378,137803,512
0542,054202,282
1631,163101,110
1364,136402,164
0518,051802,419
1223,122300,100
0904,090400,102
0501,050100,109
0983,098300,606
0501,050100,109
1287,128703,70
1556,155601,88
1763,176305,203
1492,149206,905
1226,122600,113
1319,131902,318
0728,072803,2943
0960,096002,75
0062,006201,234
0773,077301,101
1884,188400,78
0054,005401,101
1229,122901,124
1107,110702,80
0405,040502,390
1516,151601,315
0996,099600,81
0570,057004,111
0621,062100,175
1919,191900,610
1902,190200,108
1987,198701,348
0320,032001,121
1327,132705,71
1226,122600,113
1725,172503,96
0405,040501,1422
0547,054700,438
1057,105702,91
1717,171700,132
1496,149602,327
0522,052203,278
1689,168900,276
0983,098300,192
0191,019104,2064
0341,034102,80
0371,037101,1250
0178,017803,246
0854,085400,74
1854,185406,1014
1414,141405,61
1492,149206,181
0546,054605,97
1107,110702,400
0203,020300,131
1021,102101,51
0918,091803,288
1207,120703,120
0263,026304,365
0179,017901,105
0405,040501,237
1720,172003,284
1894,189400,77
1090,109003,96
1107,110702,80
0438,043802,293
0663,066302,63
0120,012000,118
0712,071201,114
0463,046307,107
1895,189503,119
1067,106705,219
0931,093101,99
1207,120700,434
1717,171700,132
1884,188400,78
0405,040502,234
1674,167405,387
1376,137605,77
0293,029302,229
1405,140503,274
0729,072900,180
0856,085602,247
0939,093900,229
0346,034600,279
0108,010800,1315
1894,189400,77
0076,007605,85
1416,141603,104
0728,072803,981
1057,105702,755
1736,173603,387
1496,149602,631
0846,084604,265
0802,080203,101
0062,006201,234
1291,129100,189
0107,010703,87
0523,052300,257
1925,192500,126
1440,144003,250
0178,017803,82
1033,103300,100
1987,198701,174
0189,018900,101
0370,037000,285
1477,147704,131
0569,056902,705
1145,114501,76
1378,137803,201
1844,184400,684
0894,089401,115
0616,061601,124
1260,126001,142
1229,122902,320
0869,086900,625
1336,133600,67
0828,082802,123
1100,110001,315
1137,113701,127
1013,101300,565
0026,002605,75
1336,133600,67
1322,132200,520
1215,121503,1698
1578,157805,257
0315,031501,126
0463,046307,107
1677,167705,203
1021,102101,120
1705,170501,93
1017,101703,179
1463,146303,431
1714,171400,198
0939,093900,229
1327,132705,71
1361,136102,498
0068,006801,114
0266,026600,367
0585,058501,505
0266,026600,367
1378,137803,201
0386,038605,1075
0438,043802,1465
1415,141500,167
1844,184400,456
0678,067801,165
0960,096002,450
0971,097100,65
1361,136102,83
1610,161001,504
0361,036103,678
1714,171400,198
0533,053304,65
1216,121600,400
0255,025502,97
1505,150502,107
1221,122101,229
0191,019104,688
1610,161001,72
0606,060602,384
1083,108300,123
1896,189601,58
0736,073600,295
1669,166901,108
0536,053604,87
0353,035306,134
1566,156600,88
1151,115102,236
0054,005401,101
1148,114804,98
0556,055600,86
1763,176305,203
1400,140000,314
0844,084400,602
0484,048401,194
0423,042305,132
1817,181705,51
1705,170502,1794
0147,014701,850
1310,131000,217
0136,013601,76
0918,091803,288
1799,179903,158
1886,188600,213
1908,190802,400
1148,114803,90
0192,019200,128
1950,195003,187
1110,111001,85
1463,146303,3017
0093,009301,113
1578,157805,257
0255,025502,97
0013,001302,122
0315,031501,126
0728,072803,981
1889,188903,102
0121,012101,84
0191,019100,726
1558,155803,168
1110,111001,85
0616,061601,620
0109,010905,378
0717,071700,441
1053,105300,112
1669,166901,108
0290,029000,97
1820,182004,109
1021,102100,54
0501,050100,109
0193,019301,83
0013,001302,854
0518,051802,419
0694,069401,344
1175,117501,84
0023,002300,90
1006,100601,72
0701,070100,278
0471,047101,257
0736,073600,1475
0080,008001,69
0048,004801,64
1570,157000,162
0590,059003,123
1537,153702,114
0386,038605,215
0108,010800,1578
1610,161001,72
0728,072803,4905
1137,113701,762
0533,053304,65
0198,019800,721
0138,013801,160
0094,009404,87
1570,157004,102
0934,093400,175
1090,109003,96
0423,042305,132
1484,148401,68
1090,109003,384
0971,097100,325
1662,166204,98
0109,010905,315
0524,052400,76
0438,043802,293
0616,061601,124
0341,034102,400
0079,007901,34
1674,167405,278
1496,149602,3155
0376,037601,77
0346,034600,1953
0107,010703,87
0769,076900,101
1315,131504,84
1466,146600,405
1669,166901,108
0969,096902,1040
0567,056702,1479
1624,162401,121
1056,105604,120
1801,180100,1470
0140,014000,643
0393,039303,620
1364,136402,164
0302,030201,172
0108,010800,263
1322,132200,104
1117,111700,534
1322,132200,520
0518,051802,419
0949,094901,162
0663,066302,63
1033,103300,100
1378,137803,201
0788,078801,410
1772,177201,550
1405,140503,274
0679,067901,127
1484,148401,68
0606,060602,64
0751,075103,93
